Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde
08.12.2021;2021;5035 Stjørdal;E 6 nord for Svinavlstasjon, Forbord.;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000313921;1227628;293995,9052;7049929,306;EV6 S81D1 m3580;E;V;6;81;1;False;Nei;K;MED;3580.122;578594;0.19601778;0.19601778@578594;POINT Z (294012.834 7049932.437 112.878);5973;5035;17.215;1022805534;10500;276444789;70;1957.961
07.12.2021;2021;5006 Steinkjer;Egge;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1228220;327800,4409;7105150,365;EV6 S90D1 m3111;E;V;6;90;1;False;Nei;K;MED;3110.827;578603;0.0224215;0.0224215@578603;POINT Z (327799.147 7105149.832 33.64);5973;5006;1.399;1022805638;7000;86973560;80;2008.71
07.12.2021;2021;5055 Heim;Vinjeflato;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1227390;200293,2108;7022974,49;EV39 S8D1 m8538;E;V;39;8;1;False;Nei;K;MED;8537.808;72817;0.7648682;0.7648682@72817;POINT Z (200292.898 7022973.574 57.206);5973;5055;0.968;1022805706;2450;1016390669;80;21968.428
07.12.2021;2021;5056 Hitra;Øverdalen;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1227384;194488,9462;7066045,727;FV713 S9D1 m5326;F;V;713;9;1;False;Nei;K;MED;5325.858;72343;0.71329218;0.71329218@72343;POINT Z (194489.782 7066045.504 9.314);5973;5056;0.865;1024046363;700;85310259;80;7279.836
07.12.2021;2021;5058 Åfjord;Strand, Sjuraneset;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227349;260951,1648;7100001,462;FV6324 S1D1 m5429;F;V;6324;1;1;False;Nei;K;MED;5428.517;72415;0.5678168;0.5678168@72415;POINT Z (260952.271 7099999.192 2.678);5973;5058;2.525;1024046884;2540;85311528;60;6864.779
07.12.2021;2021;5053 Inderøy;lussitorvet,stokkanveien,inderøy;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1227342;311499,8218;7088034,224;FV6938 S1D1 m631;F;V;6938;1;1;False;Nei;K;MED;630.537;578379;0.06443662;0.06443662@578379;POINT Z (311498.967 7088033.546 90.941);5973;5053;1.091;1024046899;160;173087399;60;759.441
07.12.2021;2021;5060 Nærøysund;hofles;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1227334;338522,8957;7193411,734;FV769 S8D1 m787;F;V;769;8;1;False;Nei;K;MED;786.578;578676;0.07852458;0.07852458@578676;POINT Z (338522.327 7193414.362 4.704);5973;5060;2.689;1024046938;717;264308761;80;5811.055
07.12.2021;2021;5056 Hitra;Jektvika;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227337;202710,3728;7071299,295;KV1056 S1D1 m363;K;V;1056;1;1;False;Nei;K;MED;363.452;43086;0.29249624;0.29249624@43086;POINT Z (202712.462 7071296.357 11.391);5973;5056;3.605;1015073590;1000;79570848;50;541.127
07.12.2021;2021;5060 Nærøysund;vikestad;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227922;320314,7558;7204578,672;FV7088 S1D1 m9080;F;V;7088;1;1;False;Nei;K;MED;9080.272;578501;0.92286868;0.92286868@578501;POINT Z (320312.841 7204582.511 6.025);5973;5060;4.29;1024046438;911;126347447;80;7680.37
07.12.2021;2021;5006 Steinkjer;Beistadsund brua;Rådyr;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1228118;321726,6751;7112745,132;FV17 S2D1 m1664;F;V;17;2;1;False;Nei;K;MED;1663.941;2797154;0.27461396;0.27461396@2797154;POINT Z (321726.359 7112744.237 28.259);5973;5006;0.949;1024046401;2800;1007910729;80;2723.044
07.12.2021;2021;5032 Selbu;Hyttbakken;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227291;305853,4123;7013506,18;FV6726;F;V;6726;;;;;;;;3896538;0.12814268;0.12814268@3896538;POINT Z (305854.643 7013508.796 179.617);5973;5032;2.891;1024045891;456;85310291;50;796.675
07.12.2021;2021;5056 Hitra;Storvatnet, Ansnes;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1227295;201774,5163;7070415,134;FV714 S9D30 m5072;F;V;714;9;30;True;Nei;K;MED;5072.236;72851;0.56454041;0.56454041@72851;POINT Z (201782.172 7070411.578 21.857);5973;5056;8.441;1024045860;400;85311844;80;10604.262
07.12.2021;2021;5035 Stjørdal;E 14, Håvereina.;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000430045;1227627;302824,5186;7043372,019;EV14 S2D1 m4514;E;V;14;2;1;False;Nei;K;MED;4513.895;578621;0.62759885;0.62759885@578621;POINT Z (302800.944 7043397.39 14.059);5973;5035;34.633;1022805448;5460;86975245;70;4149.945
07.12.2021;2021;5054 Indre Fosen;Halvardkleiva;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227810;244755,9012;7067882,913;PV99203 S1D1 m73;P;V;99203;1;1;False;Nei;K;MED;72.712;53009;0.99307162;0.99307162@53009;POINT Z (244742.5 7067881.8 13.282);5973;5054;13.447;;;78711619;50;
07.12.2021;2021;5035 Stjørdal;Fv 6794 Bangvegen, Vennamarka.;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1228323;303637,4044;7045606,551;PV8066 S10D1 m44;P;V;8066;10;1;False;Nei;K;MED;44.454;560046;0.99915033;0.99915033@560046;POINT Z (303628.7 7045592.2 77.758);5973;5035;16.784;;;86956482;50;
06.12.2021;2021;5007 Namsos;Otterøy kirke;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1261561;322367,6386;7159108,146;FV767 S1D1 m12144;F;V;767;1;1;False;Nei;K;MED;12144.188;578193;0.77923395;0.77923395@578193;POINT Z (322362.843 7159108.206 15.38);5973;5007;4.796;1024046726;920;86973953;60;12989.388
06.12.2021;2021;5035 Stjørdal;E 14 Bjugan- Bjørngård;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1228322;307542,8925;7043330,454;EV14 S3D70 m864;E;V;14;3;70;False;Nei;G;MED;864.499;1824275;0.9965927;0.9965927@1824275;POINT Z (307542.901 7043329.271 18.035);5973;5035;1.183;;;;;
06.12.2021;2021;5032 Selbu;Sesseng;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1227241;296981,576;7014557,721;PV99476 S1D1 m198;P;V;99476;1;1;False;Nei;K;MED;198.342;70011;0.48597524;0.48597524@70011;POINT Z (296972.979 7014553.194 199.278);5973;5032;9.716;;;80536992;50;
06.12.2021;2021;5035 Stjørdal;Fv 6794 Bangvegen ved Bang.;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1228321;304091,9593;7046166,672;FV6794 S1D1 m3487;F;V;6794;1;1;False;Nei;K;MED;3486.706;578258;0.5103441;0.5103441@578258;POINT Z (304122.35 7046125.682 54.229);5973;5035;51.027;1024047163;760;177092751;60;6829.105
06.12.2021;2021;5060 Nærøysund;stangrind;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227917;318227,1486;7206071,07;KV50142 S1D1 m1840;K;V;50142;1;1;False;Nei;K;MED;1840.236;555663;0.36728546;0.36728546@555663;POINT Z (318228.78 7206067.5 10.54);5973;5060;3.925;1013837927;20;86963891;80;1773.845
06.12.2021;2021;5035 Stjørdal;Fv 950, toppen av Gevinåsen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227623;294603,8715;7041431,649;KV8089 S1D1 m266;K;V;8089;1;1;False;Nei;K;MOT;265.884;553765;0.6348412;0.6348412@553765;POINT Z (294614.578 7041443.575 97.225);5973;5035;16.026;;;86957302;50;
06.12.2021;2021;5032 Selbu;Kyllo;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227192;305881,0229;7013864,107;FV705 S5D1 m5742;F;V;705;5;1;False;Nei;K;MED;5741.626;72303;0.47520702;0.47520702@72303;POINT Z (305881.046 7013864.185 220.862);5973;5032;0.081;1024046005;700;136888638;70;16631.599
06.12.2021;2021;5035 Stjørdal;E 14 ved Moksnes;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1227626;298569,9064;7044073,332;EV14 S1D1 m2142;E;V;14;1;1;False;Nei;K;MED;2141.749;578621;0.16568874;0.16568874@578621;POINT Z (298554.75 7044031.542 11.595);5973;5035;44.454;1022805470;7070;356276876;70;4798.885
06.12.2021;2021;5006 Steinkjer;Tiltnes;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000374830;1228108;344007,998;7115072,941;FV763 S3D1 m6088;F;V;763;3;1;False;Nei;K;MED;6087.725;578178;0.14878998;0.14878998@578178;POINT Z (344007.926 7115073.07 56.005);5973;5006;0.147;1024046433;500;86973666;80;30114.888
06.12.2021;2021;5054 Indre Fosen;Bengsholten;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1229551;284833,6566;7071589,033;FV755 S7D1 m1529;F;V;755;7;1;False;Nei;K;MED;1529.122;578654;0.83768622;0.83768622@578654;POINT Z (284833.584 7071589.065 167.241);5973;5054;0.079;1024046339;750;86974456;80;4256.01
06.12.2021;2021;5006 Steinkjer;Sainjnesse;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1227215;312427,054;7102011,663;FV720 S11D1 m2551;F;V;720;11;1;False;Nei;K;MOT;2550.54;578648;0.1228191;0.1228191@578648;POINT Z (312425.911 7102013.379 19.741);5973;5006;2.062;1024046114;735;86974460;80;13591.844
06.12.2021;2021;5006 Steinkjer;Hjellosen;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1228116;320048,9443;7114900,103;FV17 S2D1 m5447;F;V;17;2;1;False;Nei;K;MED;5446.86;2797154;0.89893397;0.89893397@2797154;POINT Z (320047.213 7114900.949 13.568);5973;5006;1.927;1024045506;2210;1007910729;80;5089.122
06.12.2021;2021;5057 Ørland;Eidsaunet;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1227166;245176,3682;7076627,095;FV6392 S2D1 m1970;F;V;6392;2;1;False;Nei;K;MED;1970.089;72869;0.90076148;0.90076148@72869;POINT Z (245177.083 7076624.254 4.402);5973;5057;2.929;1024046069;550;85311870;60;4316.645
06.12.2021;2021;5006 Steinkjer;Sandneset;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000374844;1228017;312449,7762;7102022,579;FV720 S11D1 m2575;F;V;720;11;1;False;Nei;K;MOT;2575.367;578648;0.11934118;0.11934118@578648;POINT Z (312446.236 7102027.636 19.355);5973;5006;6.173;1024046114;735;86974460;80;13591.844
06.12.2021;2021;5055 Heim;Renndalen;Hjort;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1227389;178144,6343;7020389,805;EV39 S12D1 m955;E;V;39;12;1;False;Nei;K;MED;955.37;3393197;0.07131723;0.07131723@3393197;POINT Z (178144.9 7020387.213 40.875);5973;5055;2.606;1022805738;1700;1016300686;80;13680.406
05.12.2021;2021;5055 Heim;Halsahagen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227121;158085,9483;7011998,373;KV2020 S1D1 m11456;K;V;2020;1;1;False;Nei;K;MOT;11456.431;224823;0.14711024;0.14711024@224823;POINT Z (158092.718 7012016.617 98.683);5973;5055;19.459;1016360112;150;80524976;50;1023.307
05.12.2021;2021;5054 Indre Fosen;Ramsvik;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227809;244755,0473;7067874,815;PV99203 S1D1 m73;P;V;99203;1;1;False;Nei;K;MED;72.712;53009;0.99307162;0.99307162@53009;POINT Z (244742.5 7067881.8 13.282);5973;5054;14.361;;;78711619;50;
05.12.2021;2021;5045 Grong;Sellerneset;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1227134;373871,5636;7156955,301;EV6 S98D1 m6511;E;V;6;98;1;False;Nei;K;MED;6511.252;578610;0.64084735;0.64084735@578610;POINT Z (373873.206 7156954.289 34.873);5973;5045;1.929;1022805767;2800;171852086;80;8843.945
05.12.2021;2021;5034 Meråker;Tovmodalen;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227274;346505,8213;7030728,561;EV14 S7D1 m7361;E;V;14;7;1;False;Nei;K;MED;7361.367;578624;0.95879496;0.95879496@578624;POINT Z (346505.238 7030727.889 375.076);5973;5034;0.89;1022805783;1830;86975722;80;15371.987
05.12.2021;2021;5035 Stjørdal;Kv 08, Havdalsvegen, ved Nordli.;Elg;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227622;296371,2967;7038854,041;KV8093 S1D1 m2903;K;V;8093;1;1;False;Nei;K;MED;2903.379;553717;0.7722621;0.7722621@553717;POINT Z (296393.866 7038863.713 68.009);5973;5035;24.554;;;1019870008;60;
05.12.2021;2021;5034 Meråker;Leiret;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1227064;334109,0839;7039366,316;EV14 S6D1 m2923;E;V;14;6;1;False;Nei;K;MED;2922.967;578096;0.29737288;0.29737288@578096;POINT Z (334109.342 7039354.659 88.482);5973;5034;11.66;1022805716;3000;86974058;70;5912.569
05.12.2021;2021;5044 Namsskogan;Mellingsmoen;Elg;Ukjent;Ungdyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227095;419514,4175;7214366,89;EV6 S106D1 m3284;E;V;6;106;1;False;Nei;K;MED;3283.741;578068;0.33361166;0.33361166@578068;POINT Z (419513.354 7214367.586 242.845);5973;5044;1.271;1022805506;2200;86975189;80;18573.433
05.12.2021;2021;5045 Grong;Stormoen;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ukjent utfall;;1227127;385657,6322;7149569,051;FV74 S2D1 m6965;F;V;74;2;1;False;Nei;K;MED;6964.624;578117;0.69215813;0.69215813@578117;POINT Z (385657.631 7149569.057 162.956);5973;5045;0.006;1024045703;418;323118195;80;55635.098
05.12.2021;2021;5025 Røros;vest for Hitterdal kapell;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227185;326561,1273;6946645,714;FV31 S3D1 m3863;F;V;31;3;1;False;Nei;K;MED;3863.456;72279;0.60369163;0.60369163@72279;POINT Z (326561.717 6946647.885 732.78);5973;5025;2.25;1024045831;612;85312375;80;24095.8
05.12.2021;2021;5021 Oppdal;Trøa;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;100000326131;1228198;231417,5602;6954128,394;EV6 S63D1 m2955;E;V;6;63;1;False;Nei;K;MED;2954.578;72148;0.05173216;0.05173216@72148;POINT Z (231421.277 6954125.197 559.948);5973;5021;4.902;1022805621;4980;85311134;80;4610.356
05.12.2021;2021;5059 Orkland;Hæljenget, Meldal.;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1231912;234617,2161;6994114,005;FV700 S4D1 m8421;F;V;700;4;1;False;Nei;K;MED;8420.751;72831;0.86167215;0.86167215@72831;POINT Z (234617.971 6994114.855 159.445);5973;5059;1.137;1024045981;766;85312332;60;8392.722
05.12.2021;2021;5056 Hitra;Ansnes;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1227130;202558,8128;7070579,709;KV1047 S1D1 m1272;K;V;1047;1;1;False;Nei;K;MED;1272.36;43083;0.73382496;0.73382496@43083;POINT Z (202554.457 7070582.773 16.67);5973;5056;5.326;1013750133;100;79591699;80;3026.613
05.12.2021;2021;5060 Nærøysund;ottersøy;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1227575;324105,231;7198691,919;FV7126 S1D1 m2841;F;V;7126;1;1;False;Nei;K;MED;2841.47;578525;0.36679239;0.36679239@578525;POINT Z (324044.458 7198697.859 18.359);5973;5060;61.062;1024045621;400;86974494;60;9670.656
04.12.2021;2021;5059 Orkland;moesøyene;Hjort;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227022;236970,7497;7017529,511;SV76 S1D1 m6;S;V;76;1;1;False;Nei;K;MED;5.722;1668514;0.01274285;0.01274285@1668514;POINT Z (236970.333 7017527.944 40.983);5973;5059;1.622;;;80516987;50;
04.12.2021;2021;5025 Røros;Bakkeli, Brekken;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1227209;340445,8687;6949574,895;FV31 S6D1 m1225;F;V;31;6;1;False;Nei;K;MED;1224.854;72824;0.68889736;0.68889736@72824;POINT Z (340444.745 6949574.094 726.863);5973;5025;1.379;1024046074;603;85312371;80;11368.576
04.12.2021;2021;5059 Orkland;ellingsgården;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1227010;217406,0769;7023505,772;EV39 S6D1 m9571;E;V;39;6;1;False;Nei;K;MED;9570.817;72244;0.85876322;0.85876322@72244;POINT Z (217406.113 7023510.215 326.719);5973;5059;4.443;1022805706;2450;85311557;80;21968.428
04.12.2021;2021;5007 Namsos;Jevika;Hjort;Hunn;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227118;314400,5772;7173178,445;FV7068 S2D1 m7181;F;V;7068;2;1;False;Nei;K;MED;7180.937;578482;0.12246297;0.12246297@578482;POINT Z (314400.084 7173181.219 31.621);5973;5007;2.818;1024046347;300;126283096;80;14781.392
04.12.2021;2021;5032 Selbu;Neatun;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1226999;304152,1886;7014455,628;PV1017 S1D1 m1973;P;V;1017;1;1;False;Nei;K;MED;1972.971;69438;0.65754999;0.65754999@69438;POINT Z (304153.84 7014456.76 173.193);5973;5032;2.002;;;85290166;50;
04.12.2021;2021;5006 Steinkjer;Sainjbrøyta;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000164387;1226998;314233,8065;7110063,723;FV6924 S1D1 m1335;F;V;6924;1;1;False;Nei;K;MED;1335.247;578364;0.13674823;0.13674823@578364;POINT Z (314236.506 7110054.006 132.905);5973;5006;10.085;1024047011;371;86975118;50;9765.95
04.12.2021;2021;5001 Trondheim;kongsvegen Heimdal;Rådyr;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1226975;266096,0783;7036177,235;FV6650 S2D135 m3991;F;V;6650;2;135;False;Nei;G;MED;3990.843;1946238;0.20156786;0.20156786@1946238;POINT Z (266097.066 7036177.625 173.38);5973;5001;1.062;;;;;
04.12.2021;2021;5007 Namsos;Årbuan;Oter;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1226989;329580,0315;7168131,681;FV769 S3D1 m10078;F;V;769;3;1;False;Nei;K;MED;10078.364;578674;0.63798753;0.63798753@578674;POINT Z (329581.19 7168132.242 6.606);5973;5007;1.287;1024045953;883;264308751;80;14630.93
04.12.2021;2021;5044 Namsskogan;Tronesmoan;Elg;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1227093;395712,4556;7180129,832;EV6 S102D1 m4934;E;V;6;102;1;False;Nei;K;MED;4933.897;578614;0.23208009;0.23208009@578614;POINT Z (395710.762 7180130.772 125.602);5973;5044;1.937;1022805381;2400;1026255723;90;7591.805
03.12.2021;2021;5059 Orkland;Tangvika;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000308952;1228051;244864,5111;7049002,896;FV710 S3D1 m5235;F;V;710;3;1;False;Nei;K;MED;5235.157;72327;0.74299503;0.74299503@72327;POINT Z (244862.287 7049001.905 13.625);5973;5059;2.435;1024045895;1490;85309977;80;19621.303
03.12.2021;2021;5053 Inderøy;skjemstadaunet,inderøy;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1226954;314167,1043;7093501,031;PV4102 S1D1 m13;P;V;4102;1;1;False;Nei;K;MED;12.713;1708387;0.08688818;0.08688818@1708387;POINT Z (314169.745 7093502.828 41.062);5973;5053;3.194;;;78711175;50;
03.12.2021;2021;5038 Verdal;Rotmoen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1226963;343749,8979;7069763,485;FV72 S3D1 m6735;F;V;72;3;1;False;Nei;K;MED;6734.872;578639;0.14973667;0.14973667@578639;POINT Z (343749.257 7069762.122 170.386);5973;5038;1.506;1024046195;584;86975704;80;30340.756
03.12.2021;2021;5054 Indre Fosen;Fagerlia;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227016;244755,3124;7067876,248;PV99203 S1D1 m73;P;V;99203;1;1;False;Nei;K;MED;72.712;53009;0.99307162;0.99307162@53009;POINT Z (244742.5 7067881.8 13.282);5973;5054;13.964;;;78711619;50;
03.12.2021;2021;5059 Orkland;R65 ved follo;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1226945;241376,5684;7027137,594;FV65 S1D1 m2103;F;V;65;1;1;False;Nei;K;MED;2102.585;72815;0.69807319;0.69807319@72815;POINT Z (241382.47 7027123.197 11.835);5973;5059;15.56;1024046532;6380;85311050;80;2530.354
03.12.2021;2021;5056 Hitra;Trolla Fjellværøya;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1227129;207678,2241;7072789,518;FV6448 S1D1 m1966;F;V;6448;1;1;False;Nei;K;MED;1965.816;72517;0.33815184;0.33815184@72517;POINT Z (207678.734 7072778.975 14.469);5973;5056;10.556;1024047091;500;177610420;50;2039.161
03.12.2021;2021;5054 Indre Fosen;Aksneset;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1229550;266792,7867;7056151,498;FV755 S10D1 m4121;F;V;755;10;1;False;Nei;K;MED;4121.026;578149;0.8511557;0.8511557@578149;POINT Z (266794.849 7056155.011 21.043);5973;5054;4.074;1024045964;697;86975655;80;28148.139
03.12.2021;2021;5021 Oppdal;Nermyran;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000171691;1228230;240554,0001;6960590;PV98423 S1D1 m6;P;V;98423;1;1;False;Nei;K;MED;6.117;56853;0.05613026;0.05613026@56853;POINT Z (240554.114 6960590.417 523.868);5973;5021;0.433;;;79575616;30;
03.12.2021;2021;5006 Steinkjer;Nybø, Ogndal;Elg;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1228013;333688,1714;7103822,916;FV762 S2D1 m5559;F;V;762;2;1;False;Nei;K;MED;5558.722;578661;0.65046581;0.65046581@578661;POINT Z (333687.404 7103821.313 40.037);5973;5006;1.778;1024046321;1100;86973750;80;4553.03
03.12.2021;2021;5045 Grong;Langmoen;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227126;364560,8671;7152281,955;FV760 S2D1 m4066;F;V;760;2;1;False;Nei;K;MED;4065.949;578165;0.70581692;0.70581692@578165;POINT Z (364560.7 7152283.192 61.341);5973;5045;1.249;1024046065;1800;86973690;80;2344.282
03.12.2021;2021;5035 Stjørdal;Fv 950, toppen av Gevinåsen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1227055;294504,2694;7041441,009;KV8089 S1D1 m148;K;V;8089;1;1;False;Nei;K;MOT;148.363;553765;0.79712636;0.79712636@553765;POINT Z (294504.125 7041467.362 96.591);5973;5035;26.354;;;86957302;50;
03.12.2021;2021;5007 Namsos;hylla;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1226990;321491,8071;7174146,604;FV7080 S1D1 m5041;F;V;7080;1;1;False;Nei;K;MED;5040.826;578487;0.58780194;0.58780194@578487;POINT Z (321490.113 7174146.969 30.532);5973;5007;1.733;1024046508;302;758869049;60;1822.213
03.12.2021;2021;5028 Melhus;Kjelstad ;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1226944;263587,7121;7012369,65;EV6 S71D1 m1165;E;V;6;71;1;False;Nei;K;MED;1165.15;72152;0.3621683;0.3621683@72152;POINT Z (263587.78 7012369.576 51.588);5973;5028;0.101;1022805364;11000;85310999;70;5601.431
03.12.2021;2021;5006 Steinkjer;Bruemsmarka;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1228012;328663,2073;7098433,227;FV6958 S1D1 m5666;F;V;6958;1;1;False;Nei;K;MED;5666.223;578394;0.96210738;0.96210738@578394;POINT Z (328663.223 7098433.426 55.268);5973;5006;0.2;1024046354;300;86973257;80;3270.546
03.12.2021;2021;5057 Ørland;Botngård ;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1233538;244053,3226;7080835,753;FV6360 S1D1 m53;F;V;6360;1;1;False;Nei;K;MED;52.81;72442;0.01212554;0.01212554@72442;POINT Z (244052.808 7080835.554 6.096);5973;5057;0.552;1024047150;1500;177610113;50;275.462
02.12.2021;2021;5038 Verdal;Holmen bru;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1226961;340456,2133;7076310,128;FV757 S3D1 m1679;F;V;757;3;1;False;Nei;K;MED;1679.088;578656;0.60027606;0.60027606@578656;POINT Z (340451.14 7076312.021 23.643);5973;5038;5.415;1024046229;815;86975019;80;11537.721
02.12.2021;2021;5059 Orkland;Laushus, Meldal.;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1226864;232906,0683;7009653,091;FV700 S2D1 m702;F;V;700;2;1;False;Nei;K;MED;701.603;72292;0.71776743;0.71776743@72292;POINT Z (232901.546 7009655.603 170.391);5973;5059;5.173;1024046175;2000;136671865;50;4466.536
