Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde
17.04.2023;2023;5001 Trondheim;Tunnelveien Heimdal;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1263575;266893,893;7033684,747;KV7702 S1D1 m445;K;V;7702;1;1;False;Nei;K;MED;444.732;42656;0.31836263;0.31836263@42656;POINT Z (266893.461 7033685.002 177.246);5973;5001;0.501;1015073658;4902;85281874;60;1176.693
17.04.2023;2023;5006 Steinkjer;Sprova;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000406678;1264086;320298,1896;7116199,942;FV17 S3D1 m1139;F;V;17;3;1;False;Nei;K;MED;1139.331;2797151;0.46529396;0.46529396@2797151;POINT Z (320299.208 7116200.205 60.147);5973;5006;1.052;1024045506;2210;1007910729;80;5089.122
17.04.2023;2023;5006 Steinkjer;verrastranda;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1263527;298655,3243;7092101,721;FV720 S8D1 m7866;F;V;720;8;1;False;Nei;K;MOT;7865.899;578136;0.27927035;0.27927035@578136;POINT Z (298654.342 7092103.557 45.56);5973;5006;2.083;1024046357;120;86974797;60;34257.803
17.04.2023;2023;5037 Levanger;Bjørnang;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1263485;314037,1783;7066146,082;FV754 S1D1 m5531;F;V;754;1;1;False;Nei;K;MED;5530.973;578143;0.56144103;0.56144103@578143;POINT Z (314040.165 7066143.275 97.294);5973;5037;4.099;1024045756;650;727608677;60;5239.501
17.04.2023;2023;5035 Stjørdal;Ringveg øst;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000428769;1268607;296887,1575;7045337,781;FV6804 S2D1 m512;F;V;6804;2;1;False;Nei;K;MOT;511.586;2068740;0.44975192;0.44975192@2068740;POINT Z (296887.712 7045331.165 6.741);5973;5035;6.639;1024046474;5200;551387534;70;927.536
16.04.2023;2023;5060 Nærøysund;Ospvika;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1263428;307553,7178;7203306,801;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
16.04.2023;2023;5059 Orkland;gjølme;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263389;240161,8805;7031098,223;FV710 S1D105 m207;F;V;710;1;105;False;Nei;G;MED;207.26;1997426;0.47143697;0.47143697@1997426;POINT Z (240162.985 7031098.159 7.59);5973;5059;1.106;;;;;
16.04.2023;2023;5006 Steinkjer;1-vestre ryan;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1269695;331672,6612;7097817,145;FV759 S4D1 m207;F;V;759;4;1;False;Nei;K;MED;206.845;578164;0.66296687;0.66296687@578164;POINT Z (331672.215 7097816.59 62.791);5973;5006;0.712;1024045565;950;1015750938;80;5451.18
15.04.2023;2023;5006 Steinkjer;Håmmåren;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1264083;344827,8494;7101247,32;SV18 S1D1 m205;S;V;18;1;1;False;Nei;K;MED;204.564;575590;0.33539808;0.33539808@575590;POINT Z (344828.914 7101247.213 119.26);5973;5006;1.07;1015108654;80;79567780;50;336.09
15.04.2023;2023;5053 Inderøy;nessetveien 205,7670 inderøy;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1263392;319141,3945;7098367,449;PV2011 S33D1 m6;P;V;2011;33;1;False;Nei;K;MOT;6.315;570361;0.76388481;0.76388481@570361;POINT Z (319141.344 7098367.511 29.007);5973;5053;0.08;;;86968761;50;
14.04.2023;2023;5022 Rennebu;kikut;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263338;244992,847;6976563,307;FV700 S7D1 m6429;F;V;700;7;1;False;Nei;K;MED;6428.872;72296;0.87379922;0.87379922@72296;POINT Z (244993.765 6976564.942 387.103);5973;5022;1.875;1024046253;1440;795590975;80;3249.87
14.04.2023;2023;5028 Melhus;Volland;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1263335;259561,1677;7005894,094;EV6 S70D1 m3147;E;V;6;70;1;False;Nei;K;MED;3147.348;72808;0.52360701;0.52360701@72808;POINT Z (259558.486 7005894.903 54.073);5973;5028;2.801;1022805713;8970;85311097;80;5702.909
14.04.2023;2023;5060 Nærøysund;Nakling;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1265149;333032,5753;7196715,835;FV770 S6D1 m61;F;V;770;6;1;False;Nei;K;MED;60.909;578682;0.13077389;0.13077389@578682;POINT Z (333032.3 7196713.268 25.555);5973;5060;2.582;1024046011;2300;1015470503;80;7349.897
14.04.2023;2023;5057 Ørland;karlestrand;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;;1263333;242414,7233;7081841,418;FV721 S1D1 m2208;F;V;721;1;1;False;Nei;K;MED;2208.138;72389;0.22895894;0.22895894@72389;POINT Z (242414.835 7081840.367 13.05);5973;5057;1.057;1024046590;2300;85312178;60;2192.889
14.04.2023;2023;5028 Melhus;Løhre;Rådyr;Ukjent;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1263334;263830,7918;7012588,173;EV6 S71D1 m1494;E;V;6;71;1;False;Nei;K;MED;1494.426;72152;0.39539492;0.39539492@72152;POINT Z (263830.623 7012588.364 54.221);5973;5028;0.255;1022805364;11000;85310999;70;5601.431
14.04.2023;2023;5036 Frosta;Myraunet;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000444539;1263315;291952,2108;7060449,878;FV6818 S1D1 m4188;F;V;6818;1;1;False;Nei;K;MED;4188.051;578273;0.41919968;0.41919968@578273;POINT Z (291949.375 7060455.205 72.871);5973;5036;6.034;1024046551;600;126282387;60;4620.984
14.04.2023;2023;5056 Hitra;Barman;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1265485;195790,6474;7070102,552;FV714 S10D1 m6487;F;V;714;10;1;False;Nei;K;MED;6487.382;72352;0.03677607;0.03677607@72352;POINT Z (195790.331 7070102.581 22.403);5973;5056;0.318;1024046398;2080;85312241;60;5404.362
14.04.2023;2023;5006 Steinkjer;7-v. raudmoldan;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1269694;285459,9346;7084598,893;FV720 S7D1 m2217;F;V;720;7;1;False;Nei;K;MOT;2216.516;578138;0.03712507;0.03712507@578138;POINT Z (285460.313 7084598.283 6.793);5973;5006;0.718;1024046357;120;86975684;80;34257.803
14.04.2023;2023;5028 Melhus;Fremovegen  Ler;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1263292;264649,6548;7015808,968;FV6594 S1D1 m988;F;V;6594;1;1;False;Nei;K;MED;988.343;72875;0.09934642;0.09934642@72875;POINT Z (264649.638 7015808.704 44.777);5973;5028;0.264;1024046582;1230;197748892;50;1778.705
14.04.2023;2023;5036 Frosta;Nedre Fånes;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1263284;290910,4363;7062833,583;FV6824 S1D1 m5868;F;V;6824;1;1;False;Nei;K;MED;5868.456;578280;0.64800653;0.64800653@578280;POINT Z (290902.785 7062845.441 18.592);5973;5036;14.112;1024045623;700;86973147;60;7273.038
14.04.2023;2023;5056 Hitra;Mastad, Fjellværøy;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263280;205696,5665;7070814,073;FV6450 S1D1 m1863;F;V;6450;1;1;False;Nei;K;MED;1863.396;72520;0.17527458;0.17527458@72520;POINT Z (205700.881 7070816.921 13.93);5973;5056;5.17;1024047168;200;85311778;50;9745.732
13.04.2023;2023;5020 Osen;torvenget;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263258;287022,4901;7134827,989;FV715 S19D1 m5731;F;V;715;19;1;False;Nei;K;MED;5730.871;72862;0.08113595;0.08113595@72862;POINT Z (287025.25 7134832.538 30.888);5973;5020;5.321;1024046293;478;85311268;80;42706.208
13.04.2023;2023;5058 Åfjord;barøya;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1263273;253234,4314;7097531,906;KV2090 S1D1 m803;K;V;2090;1;1;False;Nei;K;MED;802.928;43663;0.11300849;0.11300849@43663;POINT Z (253234.405 7097532.54 3.909);5973;5058;0.635;;;83599792;30;
13.04.2023;2023;5054 Indre Fosen;Sveet;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1263250;277953,4888;7062182,581;FV755 S8D1 m7247;F;V;755;8;1;False;Nei;K;MED;7246.518;578148;0.34081676;0.34081676@578148;POINT Z (277953.284 7062182.902 28.376);5973;5054;0.38;1024045964;697;86975657;80;28148.139
13.04.2023;2023;5060 Nærøysund;Ottersøya;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1263194;322696,0665;7199150,973;PV99266 S1D1 m67;P;V;99266;1;1;False;Nei;K;MED;67.482;1860757;0.99886673;0.99886673@1860757;POINT Z (322704.6 7199182 1.595);5973;5060;32.179;;;78700831;50;
13.04.2023;2023;5035 Stjørdal;Holan;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000428767;1268606;294420,0875;7048766,025;PV99952 S1D1 m338;P;V;99952;1;1;False;Nei;K;MED;337.904;3298089;0.64844579;0.64844579@3298089;POINT Z (294418.738 7048773.619 69.525);5973;5035;7.713;1018954857;180;86960523;80;567.909
13.04.2023;2023;5054 Indre Fosen;FV715 v/Hassel;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1263219;259559,9642;7053237,383;FV715 S4D1 m3046;F;V;715;4;1;False;Nei;K;MED;3045.694;72854;0.86136545;0.86136545@72854;POINT Z (259557.861 7053241.689 43.976);5973;5054;4.792;1024045666;2160;85311771;80;6339.953
12.04.2023;2023;5056 Hitra;Elvatun ved Morvollan;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263223;175963,6659;7049988,598;FV713 S4D1 m4721;F;V;713;4;1;False;Nei;K;MED;4721.497;72842;0.39050478;0.39050478@72842;POINT Z (175964.189 7049987.363 15.413);5973;5056;1.341;1024045635;500;85310602;80;60513.582
12.04.2023;2023;5060 Nærøysund;Gravseth;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1263173;311663,0101;7204814,593;FV770 S11D1 m3330;F;V;770;11;1;False;Nei;K;MED;3329.679;578685;0.01199221;0.01199221@578685;POINT Z (311661.083 7204826.751 15.295);5973;5060;12.31;1024046378;479;171847301;80;7560.084
12.04.2023;2023;5007 Namsos;Fjær ;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263286;324270;7143214;FV17 S6D1 m10587;F;V;17;6;1;False;Nei;K;MED;10586.664;578629;0.103597;0.103597@578629;POINT Z (324271.836 7143211.518 23.526);5973;5007;3.088;1024045641;2260;86973752;80;16254.967
12.04.2023;2023;5025 Røros;Djupsjølia;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1263176;323088,6357;6946581,767;PV6025 S27D1 m16;P;V;6025;27;1;False;Nei;K;MED;15.861;62908;0.07582111;0.07582111@62908;POINT Z (323088.032 6946583.469 713.894);5973;5025;1.806;;;85292993;50;
12.04.2023;2023;5006 Steinkjer;7-sundbygdvegen;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1269693;320481,3453;7112496,535;FV720 S12D1 m7315;F;V;720;12;1;False;Nei;K;MOT;7314.706;2797857;0.13548628;0.13548628@2797857;POINT Z (320480.814 7112498.225 15.553);5973;5006;1.772;1024045934;1300;1007910708;80;6477.329
12.04.2023;2023;5053 Inderøy;lursvingen,utøyveien,7670 inderøy;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263086;315969,8152;7088360,528;FV755 S1D1 m9418;F;V;755;1;1;False;Nei;K;MED;9417.742;578651;0.95548988;0.95548988@578651;POINT Z (315969.766 7088359.493 41.979);5973;5053;1.036;1024046364;2800;86975005;70;2671.481
12.04.2023;2023;5037 Levanger;Avdalen;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263085;301212,2303;7065183,291;FV6818 S2D1 m2812;F;V;6818;2;1;False;Nei;K;MED;2811.835;578692;0.63430827;0.63430827@578692;POINT Z (301214.315 7065195.722 61.689);5973;5037;12.604;1024046273;700;86973653;80;11450.058
11.04.2023;2023;5054 Indre Fosen;Ørsjedal;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1263039;276759,3948;7078741,201;FV720 S6D1 m1971;F;V;720;6;1;False;Nei;K;MOT;1971.202;578139;0.37350505;0.37350505@578139;POINT Z (276758.939 7078742.108 135.798);5973;5054;1.015;1024045630;461;86975682;80;13700.165
11.04.2023;2023;5035 Stjørdal;Julseth;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000428765;1268605;298635,601;7035757,583;FV705 S1D1 m7340;F;V;705;1;1;False;Nei;K;MED;7339.606;578644;0.80097996;0.80097996@578644;POINT Z (298630.699 7035750.006 135.959);5973;5035;9.024;1024046488;3200;86974886;80;4965.117
11.04.2023;2023;5036 Frosta;Bekkdalen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000449561;1262962;293402,0339;7058763,974;FV753 S1D1 m12655;F;V;753;1;1;False;Nei;K;MED;12654.964;578650;0.2829033;0.2829033@578650;POINT Z (293409.239 7058761.903 30.347);5973;5036;7.497;1024045690;1950;171041691;60;5042.494
11.04.2023;2023;5007 Namsos;kvernvika;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264367;334332,72;7182788,813;FV769 S5D1 m7389;F;V;769;5;1;False;Nei;K;MED;7388.912;578675;0.78987072;0.78987072@578675;POINT Z (334335.162 7182786.281 8.982);5973;5007;3.518;1024046468;411;264308754;80;27522.008
11.04.2023;2023;5006 Steinkjer;5-holmvika;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1269692;319883,6502;7113492,658;FV17 S2D1 m3868;F;V;17;2;1;False;Nei;K;MED;3868.062;2797154;0.63829019;0.63829019@2797154;POINT Z (319885.966 7113492.1 10.821);5973;5006;2.382;1024045506;2210;1007910729;80;5089.122
11.04.2023;2023;5054 Indre Fosen;Vassbakken;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1263074;276694,2826;7078696,646;FV720 S6D1 m1891;F;V;720;6;1;False;Nei;K;MOT;1891.162;578139;0.39900382;0.39900382@578139;POINT Z (276692.363 7078698.532 141.519);5973;5054;2.691;1024045630;461;86975682;80;13700.165
11.04.2023;2023;5057 Ørland;Oksvoll;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1263066;238366,8979;7086650,22;KV1404 S1D1 m12;K;V;1404;1;1;False;Nei;K;MED;12.191;43498;0.00635823;0.00635823@43498;POINT Z (238367.642 7086647.781 36.884);5973;5057;2.55;1015098578;5;78700012;50;452.582
10.04.2023;2023;5054 Indre Fosen;Verrabotvegen (Hestlia);Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263075;281741,2975;7082045,193;FV720 S6D1 m8107;F;V;720;6;1;False;Nei;K;MOT;8106.939;578138;0.50289756;0.50289756@578138;POINT Z (281740.72 7082045.778 31.216);5973;5054;0.822;1024045630;461;323118277;60;13700.165
10.04.2023;2023;5059 Orkland;Vikahalsen;Hjort;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1262943;243257,4122;7051259,072;FV710 S3D1 m8427;F;V;710;3;1;False;Nei;K;MED;8427.19;72328;0.09090586;0.09090586@72328;POINT Z (243258.193 7051259.652 27.591);5973;5059;0.972;1024045895;1490;85309975;60;19621.303
10.04.2023;2023;5060 Nærøysund;Gravseth;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1263064;310063,2306;7203306,458;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
10.04.2023;2023;5059 Orkland;malmplassen Svorkmo;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1262855;236149,4253;7014713,699;FV6492 S4D1 m7114;F;V;6492;4;1;False;Nei;K;MED;7114.058;72553;0.88708147;0.88708147@72553;POINT Z (236149.214 7014712.865 89.431);5973;5059;0.86;1024045854;450;85310212;60;13385.617
10.04.2023;2023;5054 Indre Fosen;Fv715 V/kråkmo;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1262878;264790,3317;7067363,374;FV715 S6D1 m7925;F;V;715;6;1;False;Nei;K;MED;7925.33;2390383;0.90620338;0.90620338@2390383;POINT Z (264782.063 7067359.47 170.019);5973;5054;9.144;1024045735;1470;728125448;80;5062.181
09.04.2023;2023;5021 Oppdal;gisna;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1262852;240795,9598;6961127,984;EV6 S64D1 m5002;E;V;6;64;1;False;Nei;K;MED;5001.685;72149;0.30564707;0.30564707@72149;POINT Z (240794.466 6961128.589 514.709);5973;5021;1.611;1022805754;4400;85311131;70;13248.23
09.04.2023;2023;5060 Nærøysund;juvika;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1262911;324005,5453;7202391,078;FV7086 S1D1 m1420;F;V;7086;1;1;False;Nei;K;MED;1419.805;578500;0.23595537;0.23595537@578500;POINT Z (324003.757 7202393.043 13.827);5973;5060;2.657;1024045762;500;171847840;80;3271.053
09.04.2023;2023;5021 Oppdal;Mjøa;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1262804;225415,1523;6949668,291;EV6 S61D1 m9886;E;V;6;61;1;False;Nei;K;MED;9886.308;72804;0.24672195;0.24672195@72804;POINT Z (225411.247 6949671.816 522.501);5973;5021;5.261;1022805677;3590;709948450;80;8567.298
09.04.2023;2023;5037 Levanger;Vedulslia;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1266844;303903,0912;7059442,244;EV6 S82D1 m10681;E;V;6;82;1;False;Nei;K;MED;10680.926;578595;0.8534915;0.8534915@578595;POINT Z (303903.652 7059441.377 75.025);5973;5037;1.032;1022805728;10000;86973919;60;590.877
08.04.2023;2023;5001 Trondheim;Sverresborg;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1262778;268220,7785;7040698,029;KV7270 S1D1 m519;K;V;7270;1;1;False;Nei;K;MED;519.162;42567;0.746695;0.746695@42567;POINT Z (268223.29 7040696.831 149.01);5973;5001;2.783;1015073646;4100;85282006;50;1449.514
08.04.2023;2023;5056 Hitra;Eintrøa, Straum;Hjort;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1262798;190705,5839;7063455,877;FV713 S9D1 m509;F;V;713;9;1;False;Nei;K;MED;508.924;72342;0.99528981;0.99528981@72342;POINT Z (190705.695 7063456.361 30.259);5973;5056;0.497;1024046363;700;137280872;80;7279.836
08.04.2023;2023;5057 Ørland;eide;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;;1262767;244908,578;7076465,316;FV6392 S2D1 m1653;F;V;6392;2;1;False;Nei;K;MED;1653.17;72869;0.86836937;0.86836937@72869;POINT Z (244908.158 7076465.774 3.716);5973;5057;0.621;1024046069;550;85311870;60;4316.645
08.04.2023;2023;5021 Oppdal;Mjøagjerdet;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1262905;225892,0529;6950036,784;EV6 S61D1 m10502;E;V;6;61;1;False;Nei;K;MED;10502.312;2438139;0.74465897;0.74465897@2438139;POINT Z (225887.552 6950050.843 529.87);5973;5021;14.762;1022805677;3590;709948450;80;8567.298
07.04.2023;2023;5027 Midtre Gauldal;Nessmoan;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000356556;1263205;284829,2513;6987073,916;FV30 S4D1 m6772;F;V;30;4;1;False;Nei;K;MED;6771.894;72273;0.12340057;0.12340057@72273;POINT Z (284827.982 6987070.859 208.525);5973;5027;3.31;1024045530;1300;85311718;60;30272.09
07.04.2023;2023;5007 Namsos;kleiva;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1262754;317416,7106;7138964,933;FV766 S1D1 m2527;F;V;766;1;1;False;Nei;K;MED;2527.113;578188;0.2672085;0.2672085@578188;POINT Z (317413.308 7138966.702 4.344);5973;5007;3.835;1024046631;700;86974451;80;17818.619
07.04.2023;2023;5021 Oppdal;krokan;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1262729;234770,1373;6956548,807;EV6 S63D1 m7155;E;V;6;63;1;False;Nei;K;MED;7155.235;72148;0.47693115;0.47693115@72148;POINT Z (234770.016 6956549.574 541.109);5973;5021;0.776;1022805754;4400;85311134;80;13248.23
07.04.2023;2023;5054 Indre Fosen;Rønningen (Skolaveien);Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1262734;265225,8287;7067075,016;FV715 S6D1 m7382;F;V;715;6;1;False;Nei;K;MED;7382.024;2390383;0.58977592;0.58977592@2390383;POINT Z (265225.902 7067075.09 146.461);5973;5054;0.104;1024045735;1470;728125448;80;5062.181
06.04.2023;2023;5057 Ørland;Skankegrenda;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1262728;238202,6461;7075569,442;FV6392 S1D100 m1226;F;V;6392;1;100;False;Nei;G;MED;1225.743;3119577;0.84702458;0.84702458@3119577;POINT Z (238200.439 7075573.3 7.11);5973;5057;4.444;;;;;
06.04.2023;2023;5027 Midtre Gauldal;Støren;Rødrev;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1262719;259880,9727;6997179,894;EV6 S68D1 m5567;E;V;6;68;1;False;Nei;K;MED;5566.822;72807;0.44274117;0.44274117@72807;POINT Z (259880.801 6997180.029 94.724);5973;5027;0.218;1022805899;5200;85310609;80;3927.944
06.04.2023;2023;5056 Hitra;Leirvågan, Fillan;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1262722;201124,8673;7065914,057;FV714 S9D1 m4160;F;V;714;9;1;False;Nei;K;MED;4159.61;72349;0.92345133;0.92345133@72349;POINT Z (201123.539 7065915.162 5.288);5973;5056;1.727;1024045834;2300;85312246;60;7883.065
06.04.2023;2023;5054 Indre Fosen;Fjølvika;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1262711;261398,3275;7059719,678;FV715 S5D1 m4946;F;V;715;5;1;False;Nei;K;MED;4945.877;2390295;0.12543896;0.12543896@2390295;POINT Z (261399.744 7059719.817 157.022);5973;5054;1.423;1024045807;1600;728125448;80;11320.552
06.04.2023;2023;5059 Orkland;Værnes;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000401326;1262709;228358,5041;7062217,796;FV6422 S1D1 m13915;F;V;6422;1;1;False;Nei;K;MED;13915.162;72491;0.87831204;0.87831204@72491;POINT Z (228359.753 7062224.279 31.639);5973;5059;6.602;1024046295;200;85312064;80;17172.573
06.04.2023;2023;5021 Oppdal;hevlesvollen;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000432749;1262674;224415,4939;6947738,862;EV6 S61D1 m7680;E;V;6;61;1;False;Nei;K;MED;7680.295;72804;0.01388707;0.01388707@72804;POINT Z (224418.568 6947737.217 498.574);5973;5021;3.486;1022805677;3590;709948450;80;8567.298
05.04.2023;2023;5006 Steinkjer;Tiltnes;Hjort;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1263187;343788,3139;7114952,317;FV763 S3D1 m5837;F;V;763;3;1;False;Nei;K;MED;5837.108;578178;0.12382708;0.12382708@578178;POINT Z (343788.171 7114952.582 53.07);5973;5006;0.301;1024046433;500;86973666;80;30114.888
05.04.2023;2023;5020 Osen;fuglemoen;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1262694;285932,7448;7135657,052;FV715 S19D1 m4327;F;V;715;19;1;False;Nei;K;MED;4326.856;3198001;0.72664309;0.72664309@3198001;POINT Z (285937.015 7135659.915 61.764);5973;5020;5.142;1024046293;478;85311268;80;42706.208
05.04.2023;2023;5001 Trondheim;Værestrøa;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1262656;278384,8068;7040970,906;KV6130 S8D100 m979;K;V;6130;8;100;False;Nei;G;MED;979.248;1950074;0.68491947;0.68491947@1950074;POINT Z (278390.474 7041002.754 6.181);5973;5001;32.348;;;;;
05.04.2023;2023;5058 Åfjord;herfjord;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000314456;1262635;257560,5811;7107083,545;FV723 S2D1 m9147;F;V;723;2;1;False;Nei;K;MED;9147.015;2804380;0.85789925;0.85789925@2804380;POINT Z (257564.639 7107081.167 28.332);5973;5058;4.704;1024045500;1200;85312169;80;5577.507
