Vegobjekt_540_id,Art,årstid,lysforhold,"ÅDT, total_avg",Vegobjekt_540_lengde_avg,UTM_nord_int_avg,UTM33_øst_int_avg,antall_kollisjoner,frekvens,årsrisiko,samanlikning_yrke
1022805388.0,Rådyr,vinter,Natt,2600,31163,7122340,352523,4,0.00016230644491503545,0.024345966737255316,1-2x høgare risiko enn høyrisikoyrke
1024046396.0,Rådyr,vinter,Natt,1380,12040,6981809,305920,2,0.0003957426010973942,0.05936139016460913,>2x høgare risiko enn høgrisikoyrke
1024046741.0,Rådyr,vinter,Natt,621,4229,7024999,272760,4,0.0050074784343161,0.7511217651474149,>10x høgare risiko enn høgrisikoyrke
1022805435.0,Elg,vinter,Skumring,2410,12050,7140002,371258,2,0.00022641974021636764,0.03396296103245515,1-2x høgare risiko enn høyrisikoyrke
1024046011.0,Rådyr,vinter,Skumring,2300,7350,7196438,328782,2,0.0003889584422214389,0.058343766333215835,>2x høgare risiko enn høgrisikoyrke
1024045877.0,Rådyr,vinter,Skumring,1800,5465,7034463,260208,2,0.000668429649868194,0.1002644474802291,>2x høgare risiko enn høgrisikoyrke
1024046114.0,Rådyr,haust,Skumring,735,13592,7104666,314864,4,0.0013163690657876832,0.1974553598681525,>5x høgare risiko enn høgrisikoyrke
1024046188.0,Rådyr,haust,Natt,1000,2156,7061472,253066,2,0.003049787785599919,0.45746816783998784,>10x høgare risiko enn høgrisikoyrke
1024046401.0,Rådyr,haust,Natt,2800,2723,7112618,322801,2,0.0008624078571105168,0.12936117856657753,>5x høgare risiko enn høgrisikoyrke
1024045895.0,Rådyr,haust,Skumring,1490,19621,7041839,247306,2,0.00022491114217623373,0.03373667132643506,1-2x høgare risiko enn høyrisikoyrke
1024046982.0,Rådyr,haust,Natt,5440,3137,7024413,237620,2,0.00038530527865663055,0.05779579179849458,>2x høgare risiko enn høgrisikoyrke
1024046048.0,Rådyr,haust,Skumring,2400,6122,7037311,258457,2,0.0004475214027110847,0.0671282104066627,>2x høgare risiko enn høgrisikoyrke
1024046726.0,Rådyr,haust,Natt,920,12989,7156173,326232,2,0.0005502433886995873,0.0825365083049381,>2x høgare risiko enn høgrisikoyrke
1024045652.0,Rådyr,haust,Natt,349,14238,7158884,298388,2,0.0013232562736696432,0.1984884410504465,>5x høgare risiko enn høgrisikoyrke
1024046452.0,Rådyr,haust,Skumring,1100,6085,7109309,337884,5,0.002455868553728776,0.36838028305931636,>10x høgare risiko enn høgrisikoyrke
1024045683.0,Rådyr,haust,Natt,435,9478,7156090,303699,4,0.0031896454539628006,0.4784468180944201,>10x høgare risiko enn høgrisikoyrke
1022805852.0,Hjort,haust,Natt,2100,1038,7011450,159261,2,0.003016488882353163,0.4524733323529745,>10x høgare risiko enn høgrisikoyrke
1024045964.0,Rådyr,haust,Natt,697,28148,7060768,275590,3,0.0005027236492043866,0.07540854738065798,>2x høgare risiko enn høgrisikoyrke
1024046621.0,Rådyr,haust,Natt,300,8967,7093766,316337,2,0.002444274363686638,0.3666411545529957,>10x høgare risiko enn høgrisikoyrke
1024045770.0,Rådyr,haust,Natt,716,26246,7151870,341817,2,0.00034989862066523065,0.0524847930997846,>2x høgare risiko enn høgrisikoyrke
1022805706.0,Hjort,haust,Skumring,2450,21968,7022780,202358,2,0.0001221692120961366,0.018325381814420488,"Bønder, fiskarar mv."
