Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde;snow_depth;max_temperature;min_temperature;mean_temperature;total_precipitation;max_wind_speed;mean_wind_speed;max_wind_gust;precipitation_type;weather_station_id;Måned;monthly_snow_depth;monthly_mean_temperature;monthly_mean_wind_speed
2025-12-08;2025;5047 Overhalla;Bertnem ;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1330040;357255,0149;7154316,861;FV760 S1D1 m3417;F;V;760.0;1.0;1.0;False;Nei;K;MED;3417.387;578660.0;0.51880686;0.51880686@578660;POINT Z (357257.477 7154316.479 27.944);5973.0;5047.0;2.491;1024045881.0;1200.0;171850968.0;80.0;11864.004;6.0;;;;0 mm;;;;;SN70930;12;6.0;;
2025-12-08;2025;5054 Indre Fosen;Seterbrua;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329499;257072,5223;7066276,044;FV720 S3D1 m6398;F;V;720.0;3.0;1.0;False;Nei;K;MED;6397.662;72361.0;0.52208527;0.52208527@72361;POINT Z (257072.481 7066276.108 25.626);5973.0;5054.0;0.076;1024045591.0;927.0;85312221.0;80.0;3323.148;;4.9 degC;0.2 degC;2.1;;3.7 m/s;2.3;;;SN71320;12;0.0;2.626923076923077;3.893333333333333
2025-12-08;2025;5054 Indre Fosen;Dæli;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329425;258880,5739;7066986,827;FV720 S3D1 m8454;F;V;720.0;3.0;1.0;False;Nei;K;MED;8453.957;72361.0;0.73008867;0.73008867@72361;POINT Z (258881.224 7066985.707 61.134);5973.0;5054.0;1.295;1024046038.0;727.0;85312220.0;60.0;3855.589;;;;-0.5;;;;;;SN67153;12;0.0;2.626923076923077;3.893333333333333
2025-12-10;2025;5006 Steinkjer;6 hegge;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1330842;353226,9458;7122517,256;EV6 S93D1 m4270;E;V;6.0;93.0;1.0;False;Nei;K;MED;4270.125;578606.0;0.62674145;0.62674145@578606;POINT Z (353225.864 7122521.611 62.744);5973.0;5006.0;4.487;1022805388.0;2600.0;86974900.0;80.0;31163.243;4.0;;;;5.2 mm;;;;;SN70930;12;1.8571428571428572;3.9;
2025-12-07;2025;5054 Indre Fosen;Hindrem;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329384;272717,6714;7058717;FV755 S9D1 m5001;F;V;755.0;9.0;1.0;False;Nei;K;MED;5000.954;578149.0;0.02303026;0.02303026@578149;POINT Z (272719.21 7058716.288 7.791);5973.0;5054.0;1.696;1024045964.0;697.0;86975656.0;60.0;28148.139;;;;1.4;;;;;;SN67153;12;0.0;2.626923076923077;3.893333333333333
2025-12-08;2025;5053 Inderøy;bragstadmyra, sandvollan;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329420;318939,3233;7093435,919;FV761 S1D1 m5688;F;V;761.0;1.0;1.0;False;Nei;K;MED;5687.78;578167.0;0.56964195;0.56964195@578167;POINT Z (318949.405 7093436.317 95.674);5973.0;5053.0;10.09;1024045668.0;2100.0;171041455.0;80.0;5018.742;;;;0.2;;;;;;SN69640;12;;0.31999999999999995;
2025-12-06;2025;5059 Orkland;Blåsmovegen. Solbu. Orkdal;Hjort;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329350;238314,1168;7020680,938;FV6490 S1D1 m6007;F;V;6490.0;1.0;1.0;False;Nei;K;MED;6006.587;72548.0;0.60135062;0.60135062@72548;POINT Z (238314.228 7020680.93 26.9);5973.0;5059.0;0.111;1024045800.0;500.0;85310217.0;80.0;4613.77;;;;;;;;;;;12;;3.1666666666666665;2.6222222222222222
2025-12-07;2025;5001 Trondheim;væretrøa;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1329381;279674,0704;7041181,861;PV98275 S1D1 m10;P;V;98275.0;1.0;1.0;False;Nei;K;MED;9.945;47152.0;0.068167;0.068167@47152;POINT Z (279671.251 7041182.319 63.856);5973.0;5001.0;2.856;;;78703430.0;50.0;;;4.3 degC;2.1 degC;3.6;;2 m/s;1.2;;;SN69655;12;;1.7047619047619047;1.75
2025-12-06;2025;5059 Orkland;Snoen, Meldal.;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1329344;232775,134;6997506,305;FV700 S4D1 m4223;F;V;700.0;4.0;1.0;False;Nei;K;MED;4222.95;72831.0;0.4374516;0.4374516@72831;POINT Z (232775.999 6997506.453 149.309);5973.0;5059.0;0.878;1024046640.0;1800.0;85311070.0;80.0;6784.021;;;;;;;;;;;12;;3.1666666666666665;2.6222222222222222
2025-12-10;2025;5001 Trondheim;Torbjørn Bratts veg;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329576;271127,9097;7039798,07;FV6658 S1D100 m120;F;V;6658.0;1.0;100.0;False;Nei;G;MED;119.814;1954235.0;0.08569804;0.08569804@1954235;POINT Z (271126.802 7039795.668 44.995);5973.0;5001.0;2.645;;;;;;;;;3.3;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-06;2025;5028 Melhus;Olderøya, Korsvegen;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329280;249544,2104;7012422,654;FV6588 S1D1 m4986;F;V;6588.0;1.0;1.0;False;Nei;K;MED;4985.924;72633.0;0.5119157;0.5119157@72633;POINT Z (249544.573 7012421.637 236.4);5973.0;5028.0;1.08;1024045602.0;400.0;179419734.0;80.0;10571.476;;;;;;;;;;;12;0.0;1.5333333333333334;
2025-12-06;2025;5001 Trondheim;Bratsbergvn 170;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329476;271935,461;7036065,193;FV6680 S1D1 m3585;F;V;6680.0;1.0;1.0;False;Nei;K;MED;3585.216;41396.0;0.48463893;0.48463893@41396;POINT Z (271936.4 7036065.032 102.342);5973.0;5001.0;0.952;1024046546.0;3100.0;85283842.0;60.0;1007.373;;;;1.4;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-07;2025;5059 Orkland;FV710. Rove. Orkdal;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1329351;241192,0588;7032281,911;FV710 S1D1 m2107;F;V;710.0;1.0;1.0;False;Nei;K;MED;2106.61;72837.0;0.46862859;0.46862859@72837;POINT Z (241192.306 7032281.518 2.856);5973.0;5059.0;0.464;1024045527.0;1970.0;85311713.0;80.0;8510.785;;5.5 degC;0.4 degC;3.8;;5.6 m/s;3.3;;;SN71320;12;;3.1666666666666665;2.6222222222222222
2025-12-05;2025;5056 Hitra;Valslag;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1330658;215390,724;7053603,195;FV714 S5D1 m9640;F;V;714.0;5.0;1.0;False;Nei;K;MED;9639.743;72848.0;0.9051058;0.9051058@72848;POINT Z (215391.149 7053601.623 11.842);5973.0;5056.0;1.628;1024046384.0;1680.0;1026248647.0;80.0;8830.275;;;;;;;;;;;12;7.0;6.35;5.525
2025-12-05;2025;5053 Inderøy;utøyveien 59,riksv 755,7670 inderøy;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329260;317387,3375;7088384,249;FV755 S1D120 m835;F;V;755.0;1.0;120.0;False;Nei;G;MED;835.081;1808841.0;0.41457174;0.41457174@1808841;POINT Z (317387.211 7088383.65 22.745);5973.0;5053.0;0.612;;;;;;;;;;;;;;;;12;;0.31999999999999995;
2025-12-06;2025;5026 Holtålen;ramlo;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1329307;305916,1211;6981802,635;FV30 S7D1 m4567;F;V;30.0;7.0;1.0;False;Nei;K;MED;4566.839;1208594.0;0.19573377;0.19573377@1208594;POINT Z (305928.782 6981811.068 266.509);5973.0;5026.0;15.212;1024046396.0;1380.0;276522736.0;80.0;12039.816;;4 degC;0 degC;0.0;0 mm;5.1 m/s;1.8;12.4 m/s;;SN68290;12;;1.4666666666666668;2.0
2025-12-05;2025;5006 Steinkjer;4_ Egge museum;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1329439;327604,8757;7104442,21;FV6982 S1D1 m668;F;V;6982.0;1.0;1.0;False;Nei;K;MED;668.167;578707.0;0.06989172;0.06989172@578707;POINT Z (327604.883 7104442.201 36.398);5973.0;5006.0;0.012;1024045637.0;1000.0;173071191.0;80.0;10607.455;;;;;;;;;;;12;1.8571428571428572;3.9;
2025-12-08;2025;5038 Verdal;Bjønndalsbekken-Stiklestad;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329502;331255,1744;7077619,22;FV757 S2D1 m1334;F;V;757.0;2.0;1.0;False;Nei;K;MED;1333.662;578655.0;0.49289092;0.49289092@578655;POINT Z (331254.247 7077618.677 10.891);5973.0;5038.0;1.074;1024046133.0;2100.0;86974776.0;80.0;1802.69;0.0;;;;0 mm;;;;;SN70820;12;1.8;;
2025-12-06;2025;5042 Lierne;Kvelia;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329313;437946,3226;7158315,39;FV7012 S2D1 m4378;F;V;7012.0;2.0;1.0;False;Nei;K;MED;4377.833;578431.0;0.65118107;0.65118107@578431;POINT Z (437944.621 7158315.528 503.408);5973.0;5042.0;1.707;1024045811.0;180.0;86974555.0;80.0;15972.954;17.0;-0.6 degC;-4.6 degC;-4.6;0 mm;7.2 m/s;5.3;11.7 m/s;;SN73466;12;20.5;-4.85;3.8
2025-12-06;2025;5037 Levanger;Forramarka;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329430;298836,6565;7059744,181;FV753 S1D1 m5696;F;V;753.0;1.0;1.0;False;Nei;K;MED;5695.916;578649.0;0.57632428;0.57632428@578649;POINT Z (298835.746 7059743.373 32.727);5973.0;5037.0;1.217;1024046157.0;1700.0;86974396.0;80.0;8091.558;;4.6 degC;0.2 degC;0.5;;1.5 m/s;1.0;;;SN69655;12;0.0;1.2428571428571427;2.33
2025-12-05;2025;5001 Trondheim;Sveanvegen 132;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;;1329480;273756,9919;7025524,08;FV6680 S2D1 m6755;F;V;6680.0;2.0;1.0;False;Nei;K;MED;6755.041;72680.0;0.69927352;0.69927352@72680;POINT Z (273757.763 7025523.616 166.394);5973.0;5001.0;0.9;1024046741.0;621.0;85310270.0;60.0;4228.887;;;;-2.3;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-08;2025;5061 Rindal;Bolmvollen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329509;206307,9477;7004145,702;FV6164 S1D1 m893;F;V;6164.0;1.0;1.0;False;Nei;K;MED;892.633;249383.0;0.14107637;0.14107637@249383;POINT Z (206307.692 7004143.777 83.73);5973.0;5061.0;1.942;1024047043.0;1060.0;170033225.0;80.0;2371.326;0.0;;;;0 mm;;;;;SN65230;12;0.0;;
2025-12-05;2025;5006 Steinkjer;2-Såsegg;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329438;337217,737;7100132,177;FV6962 S1D1 m2991;F;V;6962.0;1.0;1.0;False;Nei;K;MED;2991.131;578396.0;0.62113453;0.62113453@578396;POINT Z (337216.638 7100133.704 124.1);5973.0;5006.0;1.881;1024046824.0;300.0;131499231.0;60.0;4816.382;;;;;;;;;;;12;1.8571428571428572;3.9;
2025-12-05;2025;5053 Inderøy;Brasethåmmeren.;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329221;306384,4133;7084789,239;FV755 S3D1 m785;F;V;755.0;3.0;1.0;False;Nei;K;MED;784.849;578652.0;0.15903699;0.15903699@578652;POINT Z (306384.425 7084789.229 15.485);5973.0;5053.0;0.016;1024045835.0;550.0;86973645.0;80.0;3892.233;;;;;;;;;;;12;;0.31999999999999995;
2025-12-05;2025;5045 Grong;E6 litt nord for Heia Gjestegård NR 1;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329689;371258;7140002;EV6 S96D1 m4012;E;V;6.0;96.0;1.0;False;Nei;K;MED;4011.913;578608.0;0.652173;0.652173@578608;POINT Z (371260.499 7140000.765 198.639);5973.0;5045.0;2.787;1022805435.0;2410.0;86973831.0;80.0;12050.042;7.0;;;;0 mm;;;;;SN70930;12;6.0;0.10000000000000009;
2025-12-10;2025;5001 Trondheim;spongdallsveien ved Fallet;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329631;258635,3314;7035372,44;FV707 S2D1 m357;F;V;707.0;2.0;1.0;False;Nei;K;MED;357.109;72836.0;0.0892632;0.0892632@72836;POINT Z (258635.686 7035372.13 103.843);5973.0;5001.0;0.471;1024046667.0;2300.0;85311073.0;70.0;1751.87;;;;3.3;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-05;2025;5045 Grong;E6 litt nord for Heia Gjestegård NR 2;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329690;371258;7140002;EV6 S96D1 m4012;E;V;6.0;96.0;1.0;False;Nei;K;MED;4011.913;578608.0;0.652173;0.652173@578608;POINT Z (371260.499 7140000.765 198.639);5973.0;5045.0;2.787;1022805435.0;2410.0;86973831.0;80.0;12050.042;7.0;;;;0 mm;;;;;SN70930;12;6.0;0.10000000000000009;
2025-12-05;2025;5059 Orkland;Systoengan. Meldal.;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000546823.0;1329343;232668,0569;7000975,546;FV700 S4D1 m659;F;V;700.0;4.0;1.0;False;Nei;K;MED;659.188;72831.0;0.07691866;0.07691866@72831;POINT Z (232669.836 7000975.105 137.403);5973.0;5059.0;1.833;1024046640.0;1800.0;85312338.0;60.0;6784.021;;;;;;;;;;;12;;3.1666666666666665;2.6222222222222222
2025-12-05;2025;5057 Ørland;karlsenget;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1329249;242089,8206;7075973,492;FV6392 S1D1 m5257;F;V;6392.0;1.0;1.0;False;Nei;K;MED;5256.943;72869.0;0.54548446;0.54548446@72869;POINT Z (242089.654 7075972.397 39.562);5973.0;5057.0;1.108;1024046742.0;649.0;469596517.0;80.0;3554.038;0.0;3.7 degC;1.8 degC;3.2;0 mm;10.1 m/s;7.4;13.7 m/s;;SN71550;12;0.0;4.723076923076923;7.138461538461538
2025-12-05;2025;5007 Namsos;Lend;Elg;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1329370;330541,7995;7157561,657;FV769 S1D1 m7945;F;V;769.0;1.0;1.0;False;Nei;K;MED;7944.603;1996599.0;0.47228185;0.47228185@1996599;POINT Z (330533.875 7157562.181 35.962);5973.0;5007.0;7.941;1024045598.0;2600.0;264308750.0;80.0;2199.918;0.0;;;;0 mm;;;;;SN75020;12;2.8;-0.19999999999999996;6.5
2025-12-07;2025;5001 Trondheim;Bøckmannsvegen 50;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329475;269265,1362;7038610,693;FV6656 S1D1 m1164;F;V;6656.0;1.0;1.0;False;Nei;K;MED;1164.029;41468.0;0.50680063;0.50680063@41468;POINT Z (269265.058 7038610.849 99.777);5973.0;5001.0;0.175;1024046887.0;5770.0;85283686.0;40.0;1364.888;;;;1.4;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-07;2025;5060 Nærøysund;Varøya;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329317;327150,7715;7192221,852;FV769 S9D1 m5640;F;V;769.0;9.0;1.0;False;Nei;K;MED;5640.393;578204.0;0.46649024;0.46649024@578204;POINT Z (327151.314 7192217.98 10.566);5973.0;5060.0;3.91;1024046721.0;700.0;264308785.0;80.0;4821.912;;;;4.6;;;;;;SN75190;12;;4.59;5.1
2025-12-07;2025;5021 Oppdal;Mjøa;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000433447.0;1329336;225258,6172;6949499,467;EV6 S61D115 m522;E;V;6.0;61.0;115.0;False;Nei;G;MED;521.992;1689939.0;0.38326426;0.38326426@1689939;POINT Z (225255.875 6949502.184 517.822);5973.0;5021.0;3.86;;;;;;;2 degC;-0.4 degC;0.5;0 mm;10 m/s;6.7;14.8 m/s;;SN63820;12;8.1;2.0625;5.1499999999999995
2025-12-05;2025;5054 Indre Fosen;Rørvikveien;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329231;252690,9433;7052045,81;FV717 S2D1 m2215;F;V;717.0;2.0;1.0;False;Nei;K;MED;2214.953;72865.0;0.26406834;0.26406834@72865;POINT Z (252691.604 7052047.15 69.101);5973.0;5054.0;1.494;1024045886.0;1300.0;85312197.0;60.0;6690.325;;1 degC;-2.2 degC;0.3;;4 m/s;3.1;;;SN71320;12;0.0;2.626923076923077;3.893333333333333
2025-12-05;2025;5057 Ørland;Reitan;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329262;239355,9997;7078694,613;FV710 S9D1 m323;F;V;710.0;9.0;1.0;False;Nei;K;MED;322.873;72839.0;0.71460458;0.71460458@72839;POINT Z (239354.975 7078695.753 22.981);5973.0;5057.0;1.533;1024046392.0;4130.0;85312262.0;80.0;3702.023;0.0;3.7 degC;1.8 degC;3.2;0 mm;10.1 m/s;7.4;13.7 m/s;;SN71550;12;0.0;4.723076923076923;7.138461538461538
2025-12-04;2025;5037 Levanger;Alstadhaug, Levanger;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329245;313815,9337;7072219,763;FV6866 S2D1 m1252;F;V;6866.0;2.0;1.0;False;Nei;K;MED;1252.27;578315.0;0.21357979;0.21357979@578315;POINT Z (313817.763 7072218.806 42.531);5973.0;5037.0;2.065;1024046715.0;2090.0;86973992.0;50.0;4605.665;;;;;;;;;;;12;0.0;1.2428571428571427;2.33
2025-12-04;2025;5037 Levanger;Ronglan E6;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1329159;307546,9437;7066709,287;EV6 S84D1 m620;E;V;6.0;84.0;1.0;False;Nei;K;MED;619.693;1742829.0;0.15406591;0.15406591@1742829;POINT Z (307551.557 7066706.797 50.629);5973.0;5037.0;5.243;1022805904.0;8480.0;905755262.0;90.0;3884.691;;;;;;;;;;;12;0.0;1.2428571428571427;2.33
2025-12-04;2025;5053 Inderøy;E6 ved bunnpris røra;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1329148;323150,3174;7085108,172;PV1000 S14D1 m10;P;V;1000.0;14.0;1.0;False;Nei;K;MED;9.914;570769.0;0.09879863;0.09879863@570769;POINT Z (323151.913 7085108.94 11.534);5973.0;5053.0;1.771;;;85284546.0;50.0;;;;;;;;;;;;12;;0.31999999999999995;
2025-12-04;2025;5055 Heim;Bergsura;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329407;204817,2027;7034910,939;FV6430 S1D1 m3955;F;V;6430.0;1.0;1.0;False;Nei;K;MED;3954.745;72499.0;0.39872;0.39872@72499;POINT Z (204818.349 7034909.598 14.263);5973.0;5055.0;1.764;1024045805.0;600.0;85311561.0;60.0;9827.572;;6.5 degC;1.2 degC;5.1;0 mm;5.8 m/s;1.8;7.7 m/s;;SN65451;12;0.0;3.457142857142857;4.5
2025-12-04;2025;5032 Selbu;Låen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329217;297654,9327;7015331,077;FV6722 S1D1 m4988;F;V;6722.0;1.0;1.0;False;Nei;K;MED;4988.02;72703.0;0.49934836;0.49934836@72703;POINT Z (297652.206 7015332.03 164.15);5973.0;5032.0;2.889;1024045534.0;100.0;85311781.0;60.0;17323.283;;;;-1.0;;;;;;SN67650;12;0.0;2.0166666666666666;3.425
2025-12-05;2025;5059 Orkland;E39. Storøya. Orkdal;Hjort;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1329256;239172,4448;7030476,935;EV39 S4D1 m3443;E;V;39.0;4.0;1.0;False;Nei;K;MED;3443.06;72844.0;0.11521529;0.11521529@72844;POINT Z (239172.442 7030476.967 26.502);5973.0;5059.0;0.032;1022805799.0;4400.0;85310023.0;80.0;6639.245;;1 degC;-2.2 degC;0.3;;4 m/s;3.1;;;SN71320;12;;3.1666666666666665;2.6222222222222222
2025-12-04;2025;5036 Frosta;kvamdalsvegen ;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329160;292989,3032;7061524,241;FV6818 S1D1 m5713;F;V;6818.0;1.0;1.0;False;Nei;K;MED;5712.787;578273.0;0.57179362;0.57179362@578273;POINT Z (292980.177 7061528.775 124.287);5973.0;5036.0;10.19;1024045960.0;500.0;126282389.0;60.0;2353.713;;3.1 degC;-0.3 degC;3.0;;0.8 m/s;0.5;;;SN69655;12;;3.75;2.45
2025-12-04;2025;5060 Nærøysund;batterihøgda;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329147;320501,6511;7197333,219;FV770 S7D20 m93;F;V;770.0;7.0;20.0;True;Nei;K;MED;93.488;578212.0;0.04468303;0.04468303@578212;POINT Z (320501.807 7197332.154 23.362);5973.0;5060.0;1.076;1024047059.0;4680.0;171847306.0;60.0;1534.972;;;;4.1;;;;;;SN75190;12;;4.59;5.1
2025-12-03;2025;5037 Levanger;Holsandlia;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329138;311797,2532;7070199,035;FV754 S1D1 m145;F;V;754.0;1.0;1.0;False;Nei;K;MED;145.243;578143.0;0.02601015;0.02601015@578143;POINT Z (311798.808 7070200.487 21.403);5973.0;5037.0;2.127;1024046669.0;2800.0;173087735.0;60.0;985.257;;;;1.4;;;;;;SN69640;12;0.0;1.2428571428571427;2.33
2025-12-04;2025;5059 Orkland;FV710. Kjørmoen. Orkdal;Hjort;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329166;248088,6568;7042236,72;FV710 S2D1 m6269;F;V;710.0;2.0;1.0;False;Nei;K;MED;6269.323;72326.0;0.82647745;0.82647745@72326;POINT Z (248096.22 7042237.177 115.553);5973.0;5059.0;7.577;1024045895.0;1490.0;85309981.0;80.0;19621.303;;2.7 degC;-0.4 degC;1.6;;3.1 m/s;2.5;;;SN71320;12;;3.1666666666666665;2.6222222222222222
2025-12-03;2025;5054 Indre Fosen;Seter;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329128;271553,0137;7057631,508;FV755 S9D1 m7541;F;V;755.0;9.0;1.0;False;Nei;K;MED;7541.218;578149.0;0.28302513;0.28302513@578149;POINT Z (271553.229 7057631.874 17.273);5973.0;5054.0;0.425;1024045964.0;697.0;86975655.0;80.0;28148.139;;;;4.7;;;;;;SN67153;12;0.0;2.626923076923077;3.893333333333333
2025-12-03;2025;5059 Orkland;FV65.Stormoen. Orkdal;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329129;237515,9966;7024026,96;FV65 S2D1 m2418;F;V;65.0;2.0;1.0;False;Nei;K;MED;2417.602;72825.0;0.2541564;0.2541564@72825;POINT Z (237501.795 7024025.517 15.604);5973.0;5059.0;14.275;1024046982.0;5440.0;85311694.0;60.0;3136.61;;8.6 degC;0.6 degC;6.8;;3.5 m/s;2.5;;;SN71320;12;;3.1666666666666665;2.6222222222222222
2025-12-04;2025;5021 Oppdal;Mjøa;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1329199;225620,0356;6949882,564;EV6 S61D1 m10183;E;V;6.0;61.0;1.0;False;Nei;K;MED;10183.147;72804.0;0.27811501;0.27811501@72804;POINT Z (225619.189 6949883.468 527.041);5973.0;5021.0;1.238;1022805677.0;3590.0;709948450.0;80.0;8567.298;;3.8 degC;-3.7 degC;1.3;0 mm;7.1 m/s;3.5;13.3 m/s;;SN63820;12;8.1;2.0625;5.1499999999999995
2025-12-03;2025;5037 Levanger;Rongland;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1330348;307540,8305;7066666,773;EV6 S84D1 m579;E;V;6.0;84.0;1.0;False;Nei;K;MED;579.457;1742829.0;0.13001001;0.13001001@1742829;POINT Z (307532.399 7066671.414 51.034);5973.0;5037.0;9.624;1022805904.0;8480.0;905755262.0;90.0;3884.691;;;;1.4;;;;;;SN69640;12;0.0;1.2428571428571427;2.33
2025-12-03;2025;5054 Indre Fosen;Seter;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329131;270687,3162;7057954,517;FV755 S9D1 m8469;F;V;755.0;9.0;1.0;False;Nei;K;MED;8469.435;578149.0;0.37771001;0.37771001@578149;POINT Z (270688.44 7057958.272 35.866);5973.0;5054.0;3.919;1024045964.0;697.0;86975655.0;80.0;28148.139;;;;4.7;;;;;;SN67153;12;0.0;2.626923076923077;3.893333333333333
2025-12-03;2025;5059 Orkland;Slørdal ( Snillfjord );Hjort;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1329165;225572,531;7048418,613;FV6435 S1D1 m1699;F;V;6435.0;1.0;1.0;False;Nei;K;MED;1699.493;72846.0;0.60413375;0.60413375@72846;POINT Z (225575.248 7048418.437 10.471);5973.0;5059.0;2.723;1024046692.0;280.0;1026248649.0;80.0;2344.115;;8.6 degC;0.6 degC;6.8;;3.5 m/s;2.5;;;SN71320;12;;3.1666666666666665;2.6222222222222222
2025-12-03;2025;5053 Inderøy;stabergkleiva,;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329140;302567,6816;7080883,705;FV6920 S1D1 m3469;F;V;6920.0;1.0;1.0;False;Nei;K;MED;3468.911;578361.0;0.35325734;0.35325734@578361;POINT Z (302568.651 7080881.557 133.032);5973.0;5053.0;2.357;1024045664.0;200.0;481564937.0;80.0;10768.642;;;;-0.7;;;;;;SN71230;12;;0.31999999999999995;
