Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde;snow_depth;max_temperature;min_temperature;mean_temperature;total_precipitation;max_wind_speed;mean_wind_speed;max_wind_gust;precipitation_type;weather_station_id;Måned;monthly_snow_depth;monthly_mean_temperature;monthly_mean_wind_speed
2025-12-03;2025;5026 Holtålen;malvegen.Fætten;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329137;308148,4124;6974361,53;FV30 S8D1 m4500;F;V;30.0;8.0;1.0;False;Nei;K;MED;4500.302;2215640.0;0.26619055;0.26619055@2215640;POINT Z (308146.712 6974357.466 352.727);5973.0;5026.0;4.405;1024046396.0;1380.0;410177143.0;70.0;12039.816;;8 degC;-2 degC;6.8;0.3 mm;9.3 m/s;2.7;13.3 m/s;;SN68290;12;;1.4666666666666668;2.0
2025-12-03;2025;5060 Nærøysund;lissvea;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329071;328134,4247;7196340,104;FV770 S6D1 m5009;F;V;770.0;6.0;1.0;False;Nei;K;MED;5009.492;578682.0;0.63183562;0.63183562@578682;POINT Z (328134.463 7196331.403 24.261);5973.0;5060.0;8.701;1024046011.0;2300.0;1015470503.0;80.0;7349.897;;;;8.1;;;;;;SN75190;12;;4.59;5.1
2025-12-03;2025;5006 Steinkjer;6- Haugtrø;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329437;337170,3529;7115920,609;EV6 S91D1 m11661;E;V;6.0;91.0;1.0;False;Nei;K;MED;11661.114;1721363.0;0.20089481;0.20089481@1721363;POINT Z (337170.872 7115921.534 40.402);5973.0;5006.0;1.06;1022805428.0;2100.0;203052379.0;80.0;5896.163;;;;;;;;;;;12;1.8571428571428572;3.9;
2025-12-03;2025;5037 Levanger;Vuddudaln;Elg;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1329119;301773,2582;7056624,946;EV6 S82D1 m6700;E;V;6.0;82.0;1.0;False;Nei;K;MED;6700.225;578595.0;0.44973608;0.44973608@578595;POINT Z (301774.332 7056623.76 70.147);5973.0;5037.0;1.6;1022805624.0;9600.0;86973920.0;70.0;7747.576;;8.8 degC;2.2 degC;7.2;;4.7 m/s;1.7;;;SN69655;12;0.0;1.2428571428571427;2.33
2025-12-05;2025;5057 Ørland;Opphaug;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1329261;238235,731;7078189,245;FV710 S8D1 m5711;F;V;710.0;8.0;1.0;False;Nei;K;MED;5710.556;72839.0;0.58865792;0.58865792@72839;POINT Z (238230.252 7078194.161 12.853);5973.0;5057.0;7.361;1024046392.0;4130.0;85312262.0;80.0;3702.023;0.0;3.7 degC;1.8 degC;3.2;0 mm;10.1 m/s;7.4;13.7 m/s;;SN71550;12;0.0;4.723076923076923;7.138461538461538
2025-12-03;2025;5032 Selbu;Selbuskogen skisenter;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000571277.0;1329185;304279,2115;7029206,467;FV705 S3D1 m730;F;V;705.0;3.0;1.0;False;Nei;K;MED;729.754;72302.0;0.07319956;0.07319956@72302;POINT Z (304281.101 7029216.297 332.469);5973.0;5032.0;10.01;1024046458.0;2270.0;85312315.0;80.0;10346.318;0.0;9.3 degC;0.1 degC;8.1;0.8 mm;8.8 m/s;3.9;14.1 m/s;;SN69100;12;0.0;2.0166666666666666;3.425
2025-12-03;2025;5057 Ørland;Ørland MC klubb;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329082;238511,9366;7078363,771;FV710 S8D1 m6044;F;V;710.0;8.0;1.0;False;Nei;K;MED;6043.722;72839.0;0.62221224;0.62221224@72839;POINT Z (238509.825 7078370.36 14.097);5973.0;5057.0;6.919;1024046392.0;4130.0;85312262.0;80.0;3702.023;0.0;9.2 degC;4.1 degC;7.5;0 mm;7.3 m/s;5.3;12.2 m/s;;SN71550;12;0.0;4.723076923076923;7.138461538461538
2025-12-03;2025;5037 Levanger;Gråmyrs-bakken, Levanger;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1329134;314642,6015;7071199,828;EV6 S85D1 m620;E;V;6.0;85.0;1.0;False;Nei;K;MED;620.191;578597.0;0.75247113;0.75247113@578597;POINT Z (314636.617 7071207.255 22.806);5973.0;5037.0;9.538;1022805562.0;13000.0;287666268.0;70.0;1460.757;;;;1.4;;;;;;SN69640;12;0.0;1.2428571428571427;2.33
2025-12-02;2025;5059 Orkland;Eldalsvegen 482. Orkdal;Elg;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329061;228404,8162;7017534,763;KV1570 S1D1 m4729;K;V;1570.0;1.0;1.0;False;Nei;K;MED;4729.339;44083.0;0.84463484;0.84463484@44083;POINT Z (228404.423 7017534.208 203.459);5973.0;5059.0;0.68;1013120409.0;100.0;85307805.0;80.0;998.113;;;;;;;;;;;12;;3.1666666666666665;2.6222222222222222
2025-12-03;2025;5060 Nærøysund;litjvea;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329083;329431,2392;7196537,917;FV770 S6D1 m3690;F;V;770.0;6.0;1.0;False;Nei;K;MED;3689.528;578682.0;0.49852326;0.49852326@578682;POINT Z (329431.166 7196539.602 40.761);5973.0;5060.0;1.687;1024046011.0;2300.0;1015470503.0;80.0;7349.897;;;;8.1;;;;;;SN75190;12;;4.59;5.1
2025-12-02;2025;5035 Stjørdal;Ydstines veidekke;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329065;300157,3074;7043205,717;EV14 S2D1 m1751;E;V;14.0;2.0;1.0;False;Nei;K;MED;1750.963;578621.0;0.34683078;0.34683078@578621;POINT Z (300159.94 7043212.152 5.456);5973.0;5035.0;6.953;1022805470.0;7070.0;356276876.0;70.0;4798.885;;8.8 degC;-0.3 degC;1.3;;6.9 m/s;3.2;;;SN69655;12;0.0;3.1875;3.5
2025-12-02;2025;5045 Grong;E6 Fossland;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329075;371813,6777;7153712,257;EV6 S98D1 m2416;E;V;6.0;98.0;1.0;False;Nei;K;MED;2415.887;3119319.0;0.85740747;0.85740747@3119319;POINT Z (371812.346 7153714.193 24.665);5973.0;5045.0;2.35;1022805767.0;2800.0;86974817.0;70.0;8843.945;7.0;;;;0.5 mm;;;;;SN70930;12;6.0;0.10000000000000009;
2025-12-07;2025;5001 Trondheim;ringvollveien;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329376;265744,9895;7033173,267;FV6654 S1D1 m8961;F;V;6654.0;1.0;1.0;False;Nei;K;MED;8960.654;42346.0;0.74920733;0.74920733@42346;POINT Z (265746.208 7033175.655 162.534);5973.0;5001.0;2.681;1024046316.0;1900.0;764723536.0;50.0;2415.595;;;;1.4;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-02;2025;5001 Trondheim;Kleivplassen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329311;260721,1782;7033907,737;FV6654 S1D1 m2776;F;V;6654.0;1.0;1.0;False;Nei;K;MED;2776.348;42346.0;0.01115653;0.01115653@42346;POINT Z (260719.325 7033906.479 148.815);5973.0;5001.0;2.24;1024045877.0;1800.0;764723542.0;80.0;5465.313;;;;7.1;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-02;2025;5006 Steinkjer;1- Tuv Mære;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329436;324710,4572;7094140,134;EV6 S88D1 m8871;E;V;6.0;88.0;1.0;False;Nei;K;MED;8870.587;578600.0;0.52487648;0.52487648@578600;POINT Z (324709.109 7094139.538 22.649);5973.0;5006.0;1.475;1022805663.0;9000.0;86975748.0;80.0;1617.246;;;;4.9;;;;;;SN69640;12;1.8571428571428572;3.9;
2025-12-02;2025;5007 Namsos;kvernvika;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329706;334392,7235;7182844,688;FV769 S5D1 m7471;F;V;769.0;5.0;1.0;False;Nei;K;MED;7470.938;578675.0;0.79850398;0.79850398@578675;POINT Z (334393.754 7182843.64 10.474);5973.0;5007.0;1.469;1024046468.0;411.0;264308755.0;60.0;27522.008;;5.5 degC;0.2 degC;0.6;;9.9 m/s;6.5;13.6 m/s;;SN72580;12;2.8;-0.19999999999999996;6.5
2025-12-02;2025;5044 Namsskogan;Brekkvasselv;Elg;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1329389;405567,5651;7192877,722;EV6 S103D1 m10517;E;V;6.0;103.0;1.0;False;Nei;K;MED;10516.788;578615.0;0.09258816;0.09258816@578615;POINT Z (405568.304 7192876.607 177.921);5973.0;5044.0;1.338;1022805627.0;1760.0;86973612.0;80.0;15735.96;;;;0.2;;;;;;SN74670;12;;0.2;
2025-12-02;2025;5006 Steinkjer;6- Braset;Elg;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1329434;346956,4743;7120867,574;EV6 S92D1 m10567;E;V;6.0;92.0;1.0;False;Nei;K;MED;10567.086;578605.0;0.91000145;0.91000145@578605;POINT Z (346956.679 7120865.846 89.568);5973.0;5006.0;1.74;1022805388.0;2600.0;86973907.0;80.0;31163.243;;;;4.1;;;;;;SN70980;12;1.8571428571428572;3.9;
2025-12-01;2025;5027 Midtre Gauldal;Korsen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000417789.0;1329112;261619,0548;6998647,043;KV2215 S1D1 m59;K;V;2215.0;1.0;1.0;False;Nei;K;MED;59.001;44621.0;0.05891484;0.05891484@44621;POINT Z (261617.141 6998648.273 91.09);5973.0;5027.0;2.275;1014141521.0;70.0;79560422.0;30.0;1530.389;19.0;;;;2.3 mm;;;;;SN68270;12;16.4;;
2025-12-01;2025;5028 Melhus;Moan;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1328925;245843,6335;7009525,038;FV6492 S3D1 m3843;F;V;6492.0;3.0;1.0;False;Nei;K;MED;3843.095;72552.0;0.30812395;0.30812395@72552;POINT Z (245843.356 7009523.68 253.698);5973.0;5028.0;1.386;1024045854.0;450.0;85310214.0;80.0;13385.617;;;;;;;;;;;12;0.0;1.5333333333333334;
2025-12-01;2025;5027 Midtre Gauldal;Støvran;Hjort;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329111;257042,4502;6989897,026;PV98046 S1D1 m364;P;V;98046.0;1.0;1.0;False;Nei;K;MED;364.492;2145247.0;0.74259934;0.74259934@2145247;POINT Z (257042.36 6989897.627 408.547);5973.0;5027.0;0.607;;;87554604.0;50.0;;19.0;;;;2.3 mm;;;;;SN68270;12;16.4;;
2025-12-01;2025;5001 Trondheim;Tunnelvegen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329310;267153,9375;7034157,018;KV3890 S1D1 m1523;K;V;3890.0;1.0;1.0;False;Nei;K;MED;1523.105;41941.0;0.54255895;0.54255895@41941;POINT Z (267156.119 7034156.581 163.585);5973.0;5001.0;2.224;1015073376.0;7500.0;642370410.0;60.0;397.394;;;;-0.5;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-02;2025;5054 Indre Fosen;Brødreskift;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1328986;249304,7301;7051225,77;FV717 S1D1 m10100;F;V;717.0;1.0;1.0;False;Nei;K;MED;10100.11;72379.0;0.42919168;0.42919168@72379;POINT Z (249304.64 7051224.688 33.569);5973.0;5054.0;1.086;1024046131.0;1500.0;85312202.0;80.0;4661.94;;9.4 degC;-0.2 degC;0.8;;7.4 m/s;3.0;;;SN71320;12;0.0;2.626923076923077;3.893333333333333
2025-12-01;2025;5001 Trondheim;Nerhovsvegen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329309;253729,5101;7037407,802;PV9292 S1D1 m280;P;V;9292.0;1.0;1.0;False;Nei;K;MED;280.331;47978.0;0.14699693;0.14699693@47978;POINT Z (253729.437 7037407.831 58.289);5973.0;5001.0;0.078;;;85278665.0;30.0;;;;;-0.5;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-01;2025;5027 Midtre Gauldal;Nymoen;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1328903;284745,4411;6987135,316;FV30 S4D1 m6670;F;V;30.0;4.0;1.0;False;Nei;K;MED;6669.547;72273.0;0.1128503;0.1128503@72273;POINT Z (284734.141 6987110.734 207.055);5973.0;5027.0;27.055;1024045530.0;1300.0;85311718.0;60.0;30272.09;19.0;;;;2.3 mm;;;;;SN68270;12;16.4;;
2025-12-02;2025;5038 Verdal;Volen-Leirådal;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1329030;335565,1737;7076059,383;FV757 S2D1 m7024;F;V;757.0;2.0;1.0;False;Nei;K;MED;7024.346;578656.0;0.06962799;0.06962799@578656;POINT Z (335564.176 7076057.59 17.752);5973.0;5038.0;2.052;1024046612.0;1800.0;86974776.0;80.0;2344.601;3.0;;;;0.2 mm;;;;;SN70820;12;1.8;;
2025-12-01;2025;5027 Midtre Gauldal;Ertshus;Rådyr;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1328895;256576,7802;6989252,038;FV6568 S1D1 m596;F;V;6568.0;1.0;1.0;False;Nei;K;MED;595.771;72621.0;0.06047447;0.06047447@72621;POINT Z (256573.985 6989252.741 323.935);5973.0;5027.0;2.882;1024045715.0;205.0;177610780.0;80.0;14436.064;19.0;;;;2.3 mm;;;;;SN68270;12;16.4;;
2025-12-01;2025;5054 Indre Fosen;Kong Inges Vei ( Skardet);Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1328960;248359,3048;7056400,642;FV717 S1D1 m3840;F;V;717.0;1.0;1.0;False;Nei;K;MED;3840.037;3347043.0;0.55572676;0.55572676@3347043;POINT Z (248347.512 7056406.879 49.503);5973.0;5054.0;13.341;1024045655.0;1580.0;1017167033.0;80.0;4048.66;;0.6 degC;-1.3 degC;-0.8;;4.2 m/s;2.3;;;SN71320;12;0.0;2.626923076923077;3.893333333333333
2025-12-01;2025;5001 Trondheim;Håbjørg;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329308;259696,0008;7035019,688;FV6654 S1D1 m1171;F;V;6654.0;1.0;1.0;False;Nei;K;MED;1171.299;42842.0;0.43704745;0.43704745@42842;POINT Z (259695.479 7035019.682 146.149);5973.0;5001.0;0.522;1024045877.0;1800.0;764723544.0;60.0;5465.313;;;;-0.5;;;;;;SN67153;12;;1.7047619047619047;1.75
2025-12-02;2025;5035 Stjørdal;Ydstines veidekke;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329066;300157,3074;7043205,717;EV14 S2D1 m1751;E;V;14.0;2.0;1.0;False;Nei;K;MED;1750.963;578621.0;0.34683078;0.34683078@578621;POINT Z (300159.94 7043212.152 5.456);5973.0;5035.0;6.953;1022805470.0;7070.0;356276876.0;70.0;4798.885;;8.8 degC;-0.3 degC;1.3;;6.9 m/s;3.2;;;SN69655;12;0.0;3.1875;3.5
2025-12-01;2025;5037 Levanger;Høgberget;Rådyr;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1328932;316352,333;7071897,442;KV9080 S1D1 m895;K;V;9080.0;1.0;1.0;False;Nei;K;MED;895.404;554498.0;0.80543655;0.80543655@554498;POINT Z (316362.076 7071896.609 50.512);5973.0;5037.0;9.778;1016286857.0;100.0;78705342.0;50.0;687.953;;;;-1.1;;;;;;SN69640;12;0.0;1.2428571428571427;2.33
2025-12-01;2025;5054 Indre Fosen;Leksvik Kirke;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1328829;284114,7617;7068543,777;FV755 S7D1 m5769;F;V;755.0;7.0;1.0;False;Nei;K;MED;5769.088;578147.0;0.27659063;0.27659063@578147;POINT Z (284115.147 7068544.396 77.502);5973.0;5054.0;0.729;1024045823.0;1000.0;462741578.0;60.0;920.418;;0.6 degC;-1.3 degC;-0.8;;4.2 m/s;2.3;;;SN71320;12;0.0;2.626923076923077;3.893333333333333
2025-12-04;2025;5054 Indre Fosen;FV755 v/Lindgjerdet;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1329151;266011,6758;7056259,702;FV755 S10D1 m4926;F;V;755.0;10.0;1.0;False;Nei;K;MED;4925.555;578149.0;0.93383264;0.93383264@578149;POINT Z (266011.699 7056258.256 18.959);5973.0;5054.0;1.446;1024045964.0;697.0;86975655.0;80.0;28148.139;;;;-1.4;;;;;;SN67153;12;0.0;2.626923076923077;3.893333333333333
2025-12-01;2025;5059 Orkland;Koltkjønnmyra, Meldal.;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000658203.0;1328886;232364,9399;7005044,056;FV700 S3D1 m2244;F;V;700.0;3.0;1.0;False;Nei;K;MED;2243.828;72293.0;0.36139351;0.36139351@72293;POINT Z (232359.76 7005044.439 249.392);5973.0;5059.0;5.194;1024045871.0;1620.0;85312341.0;80.0;3769.959;;;;;;;;;;;12;;3.1666666666666665;2.6222222222222222
2025-12-01;2025;5006 Steinkjer;4-Lund;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329433;326081,2764;7105037,288;FV6982 S1D1 m2467;F;V;6982.0;1.0;1.0;False;Nei;K;MED;2466.659;578707.0;0.25974783;0.25974783@578707;POINT Z (326081.448 7105038.088 20.111);5973.0;5006.0;0.818;1024045637.0;1000.0;173071192.0;60.0;10607.455;;;;-1.1;;;;;;SN69640;12;1.8571428571428572;3.9;
2025-12-01;2025;5045 Grong;E6 sør for Bjørgankrysset;Elg;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1328957;371782,1483;7142736,079;EV6 S96D1 m6836;E;V;6.0;96.0;1.0;False;Nei;K;MED;6835.545;578608.0;0.94329365;0.94329365@578608;POINT Z (371779.746 7142736.281 173.612);5973.0;5045.0;2.41;1022805435.0;2410.0;86973831.0;80.0;12050.042;8.0;;;;0.9 mm;;;;;SN70930;12;6.0;0.10000000000000009;
2025-12-01;2025;5006 Steinkjer;2-Nybø;Elg;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329432;333659,5545;7103838,959;FV762 S2D1 m5526;F;V;762.0;2.0;1.0;False;Nei;K;MED;5525.925;578661.0;0.64713203;0.64713203@578661;POINT Z (333657.891 7103835.484 39.824);5973.0;5006.0;3.852;1024046321.0;1100.0;86973750.0;80.0;4553.03;3.0;;;;0.7 mm;;;;;SN70820;12;1.8571428571428572;3.9;
2025-11-30;2025;5022 Rennebu;Eggan;Hjortedyr - ikke artsbestemt;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1328801;243991,1454;6977157,735;FV700 S7D1 m5239;F;V;700.0;7.0;1.0;False;Nei;K;MED;5238.885;72296.0;0.7228988;0.7228988@72296;POINT Z (243991.392 6977158.136 327.355);5973.0;5022.0;0.471;1024046253.0;1440.0;795590975.0;80.0;3249.87;;;;;;;;;;;11;;;
2025-11-30;2025;5022 Rennebu;Rennebuskogen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1328797;243043,1645;6966798,967;FV6508 S1D1 m969;F;V;6508.0;1.0;1.0;False;Nei;K;MED;969.144;72565.0;0.1145158;0.1145158@72565;POINT Z (243044.031 6966799.189 396.897);5973.0;5022.0;0.895;1024045708.0;240.0;85310335.0;80.0;13523.099;;;;;;;;;;;11;;;
2025-11-30;2025;5022 Rennebu;kløftbrua;Elg;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329035;243334,1605;6965645,581;EV6 S64D1 m10289;E;V;6.0;64.0;1.0;False;Nei;K;MED;10288.668;72149.0;0.87958963;0.87958963@72149;POINT Z (243334.031 6965645.646 372.282);5973.0;5022.0;0.145;1022805527.0;3700.0;85312455.0;80.0;3566.742;;;;;;;;;;;11;;;
2025-12-01;2025;5038 Verdal;Mogrenda-Stiklestad;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329032;332257,9133;7077567,327;FV6902 S1D10 m1068;F;V;6902.0;1.0;10.0;True;Nei;K;MED;1067.847;578344.0;0.49950894;0.49950894@578344;POINT Z (332256.121 7077569.359 44.102);5973.0;5038.0;2.71;1024047050.0;200.0;86974614.0;50.0;2131.725;3.0;;;;0.7 mm;;;;;SN70820;12;1.8;;
2025-12-01;2025;5055 Heim;Sødal;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329406;202406,9326;7022621,173;EV39 S8D1 m6373;E;V;39.0;8.0;1.0;False;Nei;K;MED;6373.456;72817.0;0.54737364;0.54737364@72817;POINT Z (202406.941 7022621.233 104.71);5973.0;5055.0;0.06;1022805706.0;2450.0;1016390669.0;80.0;21968.428;0.0;;;;0.1 mm;;;;;SN65230;12;0.0;3.457142857142857;4.5
2025-12-01;2025;5006 Steinkjer;1-Stranda;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1329627;333825,1358;7090102,549;FV759 S2D1 m7197;F;V;759.0;2.0;1.0;False;Nei;K;MED;7197.304;578658.0;0.58107654;0.58107654@578658;POINT Z (333820.33 7090101.934 80.321);5973.0;5006.0;4.845;1024045993.0;600.0;86975647.0;80.0;12401.544;3.0;;;;0.7 mm;;;;;SN70820;12;1.8571428571428572;3.9;
2025-12-03;2025;5021 Oppdal;Driva;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1329107;222927,2985;6944659,377;EV6 S61D105 m414;E;V;6.0;61.0;105.0;False;Nei;G;MED;414.325;1842858.0;0.43663296;0.43663296@1842858;POINT Z (222926.84 6944659.827 548.517);5973.0;5021.0;0.642;;;;;;;5.5 degC;-1 degC;4.8;0.2 mm;9.7 m/s;5.6;25.4 m/s;;SN63820;12;8.1;2.0625;5.1499999999999995
2025-12-01;2025;5038 Verdal;Bjørstadhøgda;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329031;346227,2342;7080282,21;FV757 S3D1 m10030;F;V;757.0;3.0;1.0;False;Nei;K;MED;10029.598;578157.0;0.750381;0.750381@578157;POINT Z (346226.231 7080282.95 102.02);5973.0;5038.0;1.246;1024046229.0;815.0;86974116.0;80.0;11537.721;3.0;;;;0.7 mm;;;;;SN70820;12;1.8;;
2025-12-01;2025;5026 Holtålen;svølgja tunnelen syd;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1328917;306736,4792;6977006,661;FV30 S8D1 m1172;F;V;30.0;8.0;1.0;False;Nei;K;MED;1172.22;72276.0;0.47807939;0.47807939@72276;POINT Z (306734.911 6977003.627 313.313);5973.0;5026.0;3.415;1024046396.0;1380.0;85311066.0;70.0;12039.816;;-0.1 degC;-4.8 degC;-2.4;2.3 mm;3.2 m/s;1.5;3.1 m/s;;SN68290;12;;1.4666666666666668;2.0
2025-11-30;2025;5028 Melhus;Tverrhaugen;Elg;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1328775;244240,4908;7006574,108;KV6005 S1D1 m3918;K;V;6005.0;1.0;1.0;False;Nei;K;MED;3918.14;44781.0;0.90365315;0.90365315@44781;POINT Z (244240.987 7006574.21 344.539);5973.0;5028.0;0.507;;;85294538.0;80.0;;;;;;;;;;;;11;18.4;3.533333333333333;
2025-12-01;2025;5055 Heim;Kløfte;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1329405;200146,143;7043277,441;FV6428 S1D1 m641;F;V;6428.0;1.0;1.0;False;Nei;K;MED;640.547;72496.0;0.06494731;0.06494731@72496;POINT Z (200146.839 7043275.695 19.394);5973.0;5055.0;1.88;1024047014.0;500.0;177610513.0;80.0;7700.219;;2.2 degC;0.5 degC;1.5;0.4 mm;5.1 m/s;2.4;11.7 m/s;;SN65451;12;0.0;3.457142857142857;4.5
2025-12-01;2025;5032 Selbu;Hyttbakken;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;100000571032.0;1328921;306033,3641;7013446,545;PV97824 S1D1 m9;P;V;97824.0;1.0;1.0;False;Nei;K;MED;9.237;2291400.0;0.29112702;0.29112702@2291400;POINT Z (306021.61 7013446.34 174.727);5973.0;5032.0;11.756;;;81469252.0;50.0;;;-0.1 degC;-4.8 degC;-2.4;2.3 mm;3.2 m/s;1.5;3.1 m/s;;SN68290;12;0.0;2.0166666666666666;3.425
2025-12-05;2025;5007 Namsos;klinga;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1329707;330581,8986;7146774,529;FV7062 S1D1 m617;F;V;7062.0;1.0;1.0;False;Nei;K;MED;616.54;578477.0;0.06577135;0.06577135@578477;POINT Z (330581.467 7146774.135 65.353);5973.0;5007.0;0.584;1024046645.0;548.0;234334689.0;80.0;9438.649;;;;-1.4;;;;;;SN70980;12;2.8;-0.19999999999999996;6.5
2025-11-30;2025;5032 Selbu;Mebust;Hjort;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1328807;306234,8507;7013604,95;FV705 S5D1 m6195;F;V;705.0;5.0;1.0;False;Nei;K;MED;6194.75;72303.0;0.53644272;0.53644272@72303;POINT Z (306240.678 7013609.867 224.661);5973.0;5032.0;7.624;1024046005.0;700.0;136888638.0;70.0;16631.599;;1.6 degC;-4.1 degC;1.9;5.5 mm;2.4 m/s;1.3;9.1 m/s;;SN68290;11;;3.983333333333333;2.5833333333333335
2025-11-30;2025;5006 Steinkjer;7-Vada;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1329625;315194,1707;7104900,491;FV720 S11D1 m6683;F;V;720.0;11.0;1.0;False;Nei;K;MOT;6683.154;578647.0;0.6153361;0.6153361@578647;POINT Z (315199.752 7104898.484 10.745);5973.0;5006.0;5.931;1024046114.0;735.0;86975690.0;60.0;13591.844;;;;-1.4;;;;;;SN69640;11;3.588235294117647;0.275;
