Uri;FallviltId;Kjonn;HendelsesDatoTid;UkjentTidspunkt;Latitude;Longitude;KommuneNummer;KommuneNavn;VillreinområdeNummer;VillreinområdeNavn;Arsak;TypeMotorkjøretøy;RegistrertDatoTid;EndretDatoTid;Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;OppdatertDatoTid
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306351;1306351;Hann;2025-01-04T20:05:00;False;63.855247;11.13451;5053;Inderøy;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T08:49:27.3067749;2025-01-05T08:49:27.3660696;2025-01-04;2025;5053 Inderøy;;Rådyr;Hann;Voksen;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306351;310041.2275984986;7086639.343086723;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306352;1306352;Ukjent;2025-01-03T16:00:00;False;63.73427;11.762777;5038;Verdal;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T08:53:37.4991275;2025-01-05T08:53:37.5098972;2025-01-03;2025;5038 Verdal;;Elg;Ukjent;Voksen;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306352;340210.1657269769;7071453.192597152;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306354;1306354;Ukjent;2025-01-04T17:55:00;False;63.728184;11.795947;5038;Verdal;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T08:58:54.250535;2025-01-05T08:58:54.2684603;2025-01-04;2025;5038 Verdal;;Elg;Ukjent;Ungdyr;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306354;341812.38757445174;7070693.118833503;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306355;1306355;Hunn;2025-01-05T07:30:00;False;63.772903;11.671091;5038;Verdal;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T09:02:37.6912822;2025-01-05T09:02:37.7105704;2025-01-05;2025;5038 Verdal;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306355;335911.93674294674;7075986.243827626;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306367;1306367;Ukjent;2025-01-03T21:45:00;False;63.55097;9.81819;5059;Orkland;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T10:00:29.0847647;2025-01-05T10:00:29.0942114;2025-01-03;2025;5059 Orkland;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1306367;242699.02801664788;7057406.288396921;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306390;1306390;Ukjent;2025-01-05T06:30:00;False;63.047203;9.186795;5061;Rindal;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T14:57:48.4957944;2025-01-05T14:57:48.5179927;2025-01-05;2025;5061 Rindal;;Rådyr;Ukjent;Voksen;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306390;206319.39286162477;7004144.663854405;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306393;1306393;Hunn;2025-01-05T16:39:00;False;64.873535;11.629249;5060;Nærøysund;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T15:46:32.5172662;2025-01-05T15:46:32.5372421;2025-01-05;2025;5060 Nærøysund;;Elg;Hunn;Voksen;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306393;340354.4566777783;7198613.758310933;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306394;1306394;Hunn;2025-01-04T16:30:00;False;64.853065;11.468383;5060;Nærøysund;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T15:46:38.508764;2025-01-05T15:46:38.5127563;2025-01-04;2025;5060 Nærøysund;;Elg;Hunn;Voksen;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306394;332614.24946077866;7196750.9015205;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306395;1306395;Ukjent;2025-01-02T18:32:00;False;64.92569;11.092589;5060;Nærøysund;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T15:46:43.6164108;2025-01-05T15:46:43.6226246;2025-01-02;2025;5060 Nærøysund;;Rådyr;Ukjent;Kalv;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306395;315319.6376751176;7205879.80401323;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306396;1306396;Ukjent;2025-01-04T19:15:00;False;64.93329;12.183563;5060;Nærøysund;;;PåkjørtAvMotorkjøretøy;Lastebil;2025-01-05T15:49:09.7861522;2025-01-05T15:49:09.7907647;2025-01-04;2025;5060 Nærøysund;;Elg;Ukjent;Voksen;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306396;366889.4780145034;7203984.193092463;2026-02-23T08:34:12.814024
